evaluation_id,suite_id,metric,margin,n_groups,n_pairs,n_correct,n_predicted_ties,accuracy
pathobench.exaone2025.hancook.primary-tumor-site,pathobench,macro-ovr-auc,5.0,27,78,53,0,0.6794871794871795
pathobench.exaone2025.hancook.vascular-invasion-v,pathobench,macro-ovr-auc,5.0,20,32,31,0,0.96875
pathobench.exaone2025.herroi.response,pathobench,macro-ovr-auc,5.0,28,131,86,0,0.6564885496183206
pathobench.exaone2025.mbc_.os,pathobench,cindex,5.0,28,236,156,0,0.6610169491525424
pathobench.exaone2025.mbc_.recist,pathobench,macro-ovr-auc,5.0,15,15,15,0,1.0
pathobench.exaone2025.nadt.response,pathobench,macro-ovr-auc,5.0,26,103,100,0,0.970873786407767
pathobench.exaone2025.natbrca.lymphovascular-invasion,pathobench,macro-ovr-auc,5.0,30,187,136,0,0.7272727272727273
pathobench.exaone2025.ovarian.response,pathobench,macro-ovr-auc,5.0,28,232,128,0,0.5517241379310345
pathobench.exaone2025.sr386_.braf-mutant-binary,pathobench,macro-ovr-auc,5.0,30,182,142,0,0.7802197802197802
pathobench.exaone2025.sr386_.died-within-5-years,pathobench,macro-ovr-auc,5.0,30,152,145,0,0.9539473684210527
pathobench.exaone2025.sr386_.mmr-loss-binary,pathobench,macro-ovr-auc,5.0,22,36,36,0,1.0
pathobench.exaone2025.sr386_.ras-mutant-binary,pathobench,macro-ovr-auc,5.0,28,203,187,0,0.9211822660098522
pathobench.exaone2025.visiomel.relapse-noprev-melanoma,pathobench,macro-ovr-auc,5.0,27,118,101,0,0.8559322033898306
pathobench.exaone2025.visiomel.relapse-overall,pathobench,macro-ovr-auc,5.0,30,170,148,0,0.8705882352941177
pathobench.threads2025.bcnb.er,pathobench,macro-ovr-auc,5.0,19,19,19,0,1.0
pathobench.threads2025.bcnb.her2,pathobench,macro-ovr-auc,5.0,24,61,60,0,0.9836065573770492
pathobench.threads2025.boehmk_.pfs,pathobench,cindex,5.0,26,65,63,0,0.9692307692307692
pathobench.threads2025.bracs.slidelevel-coarse,pathobench,bacc,5.0,27,246,230,0,0.9349593495934959
pathobench.threads2025.bracs.slidelevel-fine,pathobench,bacc,5.0,29,266,250,0,0.9398496240601504
pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,macro-ovr-auc,5.0,29,199,150,0,0.7537688442211056
pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,macro-ovr-auc,5.0,30,147,147,0,1.0
pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,macro-ovr-auc,5.0,30,269,228,0,0.8475836431226765
pathobench.threads2025.cptac_ccrcc.os,pathobench,cindex,5.0,29,318,238,0,0.7484276729559748
pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,macro-ovr-auc,5.0,29,283,262,0,0.9257950530035336
pathobench.threads2025.cptac_coad.kras-mutation,pathobench,macro-ovr-auc,5.0,30,275,218,0,0.7927272727272727
pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,macro-ovr-auc,5.0,29,227,186,0,0.8193832599118943
pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,macro-ovr-auc,5.0,28,286,243,0,0.8496503496503497
pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,macro-ovr-auc,5.0,27,101,92,0,0.9108910891089109
pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,macro-ovr-auc,5.0,30,350,278,0,0.7942857142857143
pathobench.threads2025.cptac_hnsc.os,pathobench,cindex,5.0,29,256,250,0,0.9765625
pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,macro-ovr-auc,5.0,30,307,265,0,0.8631921824104235
pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,macro-ovr-auc,5.0,29,223,132,0,0.5919282511210763
pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,macro-ovr-auc,5.0,30,203,184,0,0.9064039408866995
pathobench.threads2025.cptac_luad.os,pathobench,cindex,5.0,30,314,262,0,0.8343949044585988
pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,macro-ovr-auc,5.0,27,166,162,0,0.9759036144578314
pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,macro-ovr-auc,5.0,30,166,157,0,0.9457831325301205
pathobench.threads2025.cptac_pda.os,pathobench,cindex,5.0,29,273,222,0,0.8131868131868132
pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,macro-ovr-auc,5.0,29,316,271,0,0.8575949367088608
pathobench.threads2025.ebrains.diagnosis,pathobench,bacc,5.0,30,176,159,0,0.9034090909090909
pathobench.threads2025.ebrains.diagnosis-group,pathobench,bacc,5.0,30,145,139,0,0.9586206896551724
pathobench.threads2025.mbc_.os,pathobench,cindex,5.0,29,218,203,0,0.9311926605504587
pathobench.threads2025.mbc_.recist,pathobench,weighted_kappa,5.0,28,204,176,0,0.8627450980392157
pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,macro-ovr-auc,5.0,29,88,87,0,0.9886363636363636
pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,macro-ovr-auc,5.0,19,19,19,0,1.0
pathobench.threads2025.nadt.response,pathobench,macro-ovr-auc,5.0,29,298,255,0,0.8557046979865772
pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,macro-ovr-auc,5.0,29,305,268,0,0.8786885245901639
pathobench.threads2025.ovarian.response,pathobench,macro-ovr-auc,5.0,29,334,252,0,0.7544910179640718
pathobench.threads2025.panda.isup-grade,pathobench,weighted_kappa,5.0,20,32,32,0,1.0
pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,macro-ovr-auc,5.0,27,133,120,0,0.9022556390977443
pathobench.threads2025.sr386_.died-within-5-years,pathobench,macro-ovr-auc,5.0,20,46,45,0,0.9782608695652174
pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,macro-ovr-auc,5.0,27,151,129,0,0.8543046357615894
pathobench.threads2025.sr386_.os,pathobench,cindex,5.0,18,18,18,0,1.0
pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,macro-ovr-auc,5.0,19,19,19,0,1.0
pathorob.camelyon.robustness_index,pathorob,robustness_index,5.0,30,2799,2297,0,0.8206502322257949
pathorob.tcga_2x2.robustness_index,pathorob,robustness_index,5.0,30,2253,2126,0,0.9436307146027519
pathorob.tolkach_esca.robustness_index,pathorob,robustness_index,5.0,30,2016,1829,0,0.9072420634920635
thunder.bach.linear_probing,thunder,f1,5.0,30,6202,5570,0,0.8980973879393744
thunder.bracs.linear_probing,thunder,f1,5.0,30,3102,3062,0,0.9871050934880722
thunder.break_his.linear_probing,thunder,f1,5.0,30,6042,5039,0,0.8339953657729229
thunder.ccrcc.linear_probing,thunder,f1,5.0,30,4915,4781,0,0.972736520854527
thunder.crc.linear_probing,thunder,f1,5.0,30,1046,1046,0,1.0
thunder.esca.linear_probing,thunder,f1,5.0,30,5368,5320,0,0.9910581222056631
thunder.mhist.linear_probing,thunder,f1,5.0,30,1207,1148,0,0.9511184755592378
thunder.patch_camelyon.linear_probing,thunder,f1,5.0,30,2779,2779,0,1.0
thunder.spider_breast.linear_probing,thunder,f1,5.0,30,4032,4031,0,0.9997519841269841
thunder.spider_colorectal.linear_probing,thunder,f1,5.0,30,2302,2302,0,1.0
thunder.spider_skin.linear_probing,thunder,f1,5.0,30,4185,4185,0,1.0
thunder.spider_thorax.linear_probing,thunder,f1,5.0,30,2609,2609,0,1.0
thunder.tcga_crc_msi.linear_probing,thunder,f1,5.0,30,4093,4088,0,0.9987784021500122
thunder.tcga_tils.linear_probing,thunder,f1,5.0,30,969,969,0,1.0
thunder.tcga_uniform.linear_probing,thunder,f1,5.0,30,5764,5543,0,0.9616585704371964
thunder.wilds.linear_probing,thunder,f1,5.0,30,2388,2240,0,0.9380234505862647
