evaluation_id,suite_id,metric,top_fraction,n_groups,total_k,overlap,recovery
pathobench.threads2025.cptac_pda.os,pathobench,cindex,0.1,29,29,28,0.9655172413793104
pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,macro-ovr-auc,0.1,29,29,26,0.896551724137931
pathobench.threads2025.ebrains.diagnosis,pathobench,bacc,0.1,30,30,28,0.9333333333333333
pathobench.threads2025.ebrains.diagnosis-group,pathobench,bacc,0.1,30,30,28,0.9333333333333333
pathobench.threads2025.imp.grade,pathobench,weighted_kappa,0.1,28,28,16,0.5714285714285714
pathobench.threads2025.mbc_.os,pathobench,cindex,0.1,29,29,26,0.896551724137931
pathobench.threads2025.mbc_.recist,pathobench,weighted_kappa,0.1,28,28,28,1.0
pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,macro-ovr-auc,0.1,28,28,11,0.39285714285714285
pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,macro-ovr-auc,0.1,30,30,29,0.9666666666666667
pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,macro-ovr-auc,0.1,27,27,21,0.7777777777777778
pathobench.threads2025.nadt.response,pathobench,macro-ovr-auc,0.1,29,29,23,0.7931034482758621
pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,macro-ovr-auc,0.1,29,29,28,0.9655172413793104
pathobench.threads2025.ovarian.response,pathobench,macro-ovr-auc,0.1,29,29,29,1.0
pathobench.threads2025.panda.isup-grade,pathobench,weighted_kappa,0.1,30,30,15,0.5
pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,macro-ovr-auc,0.1,28,28,11,0.39285714285714285
pathobench.threads2025.sr386_.died-within-5-years,pathobench,macro-ovr-auc,0.1,30,30,26,0.8666666666666667
pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,macro-ovr-auc,0.1,27,27,26,0.9629629629629629
pathobench.threads2025.sr386_.os,pathobench,cindex,0.1,28,28,27,0.9642857142857143
pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,macro-ovr-auc,0.1,29,29,15,0.5172413793103449
pathorob.camelyon.robustness_index,pathorob,robustness_index,0.1,30,60,40,0.6666666666666666
pathorob.tcga_2x2.robustness_index,pathorob,robustness_index,0.1,30,60,44,0.7333333333333333
pathorob.tolkach_esca.robustness_index,pathorob,robustness_index,0.1,30,60,38,0.6333333333333333
thunder.bach.linear_probing,thunder,f1,0.1,30,120,84,0.7
thunder.bracs.linear_probing,thunder,f1,0.1,30,120,97,0.8083333333333333
thunder.break_his.linear_probing,thunder,f1,0.1,30,120,77,0.6416666666666667
thunder.ccrcc.linear_probing,thunder,f1,0.1,30,120,83,0.6916666666666667
thunder.crc.linear_probing,thunder,f1,0.1,30,120,84,0.7
thunder.esca.linear_probing,thunder,f1,0.1,30,120,93,0.775
thunder.mhist.linear_probing,thunder,f1,0.1,30,120,86,0.7166666666666667
thunder.patch_camelyon.linear_probing,thunder,f1,0.1,30,120,94,0.7833333333333333
thunder.spider_breast.linear_probing,thunder,f1,0.1,30,120,88,0.7333333333333333
thunder.spider_colorectal.linear_probing,thunder,f1,0.1,30,120,94,0.7833333333333333
thunder.spider_skin.linear_probing,thunder,f1,0.1,30,120,106,0.8833333333333333
thunder.spider_thorax.linear_probing,thunder,f1,0.1,30,120,81,0.675
thunder.tcga_crc_msi.linear_probing,thunder,f1,0.1,30,120,84,0.7
thunder.tcga_tils.linear_probing,thunder,f1,0.1,30,120,86,0.7166666666666667
thunder.tcga_uniform.linear_probing,thunder,f1,0.1,30,120,94,0.7833333333333333
thunder.wilds.linear_probing,thunder,f1,0.1,30,120,86,0.7166666666666667
eva.leaderboard.bach.validation,eva,balanced_accuracy,0.2,30,120,92,0.7666666666666667
eva.leaderboard.bracs.validation,eva,balanced_accuracy,0.2,30,90,61,0.6777777777777778
eva.leaderboard.breakhis.validation,eva,balanced_accuracy,0.2,30,120,71,0.5916666666666667
eva.leaderboard.camelyon16_small.test,eva,balanced_accuracy,0.2,30,120,100,0.8333333333333334
eva.leaderboard.camelyon16_small.validation,eva,balanced_accuracy,0.2,30,90,76,0.8444444444444444
eva.leaderboard.consep.validation,eva,dice,0.2,30,120,77,0.6416666666666667
eva.leaderboard.crc.validation,eva,balanced_accuracy,0.2,30,120,97,0.8083333333333333
eva.leaderboard.gleason_arvaniti.validation,eva,balanced_accuracy,0.2,30,120,103,0.8583333333333333
eva.leaderboard.mhist.test,eva,balanced_accuracy,0.2,29,116,74,0.6379310344827587
eva.leaderboard.monusac.test,eva,dice,0.2,30,120,83,0.6916666666666667
eva.leaderboard.panda_small.test,eva,balanced_accuracy,0.2,30,120,73,0.6083333333333333
eva.leaderboard.panda_small.validation,eva,balanced_accuracy,0.2,30,90,62,0.6888888888888889
eva.leaderboard.patch_camelyon.test,eva,balanced_accuracy,0.2,30,120,100,0.8333333333333334
eva.leaderboard.patch_camelyon.validation,eva,balanced_accuracy,0.2,30,90,66,0.7333333333333333
eva.leaderboard.patch_camelyon_10shot.test,eva,balanced_accuracy,0.2,30,90,77,0.8555555555555555
hest.ccrcc.gene_expression,hest,pearson_r,0.2,30,180,132,0.7333333333333333
hest.coad.gene_expression,hest,pearson_r,0.2,30,180,153,0.85
hest.idc.gene_expression,hest,pearson_r,0.2,30,180,144,0.8
hest.lung.gene_expression,hest,pearson_r,0.2,30,180,150,0.8333333333333334
hest.lymph_idc.gene_expression,hest,pearson_r,0.2,30,180,147,0.8166666666666667
hest.paad.gene_expression,hest,pearson_r,0.2,30,180,155,0.8611111111111112
hest.prad.gene_expression,hest,pearson_r,0.2,30,180,136,0.7555555555555555
hest.read.gene_expression,hest,pearson_r,0.2,30,180,148,0.8222222222222222
hest.skcm.gene_expression,hest,pearson_r,0.2,30,180,152,0.8444444444444444
pathobench.exaone2025.bc_therapy.er-status,pathobench,macro-ovr-auc,0.2,28,56,39,0.6964285714285714
pathobench.exaone2025.bc_therapy.grade,pathobench,macro-ovr-auc,0.2,28,56,44,0.7857142857142857
pathobench.exaone2025.bc_therapy.her2-status,pathobench,macro-ovr-auc,0.2,28,56,37,0.6607142857142857
pathobench.exaone2025.bc_therapy.residual-cancer-burden,pathobench,macro-ovr-auc,0.2,30,60,41,0.6833333333333333
pathobench.exaone2025.bcnb.er,pathobench,macro-ovr-auc,0.2,27,54,34,0.6296296296296297
pathobench.exaone2025.bcnb.her2,pathobench,macro-ovr-auc,0.2,28,56,36,0.6428571428571429
pathobench.exaone2025.bcnb.pr,pathobench,macro-ovr-auc,0.2,30,60,39,0.65
pathobench.exaone2025.boehmk_.pfs,pathobench,cindex,0.2,28,56,35,0.625
pathobench.exaone2025.bracs.slidelevel-coarse,pathobench,macro-ovr-auc,0.2,27,54,44,0.8148148148148148
pathobench.exaone2025.bracs.slidelevel-fine,pathobench,macro-ovr-auc,0.2,28,56,45,0.8035714285714286
pathobench.exaone2025.cptac_brca.immune-class,pathobench,macro-ovr-auc,0.2,29,58,30,0.5172413793103449
pathobench.exaone2025.cptac_brca.pik3ca-mutation,pathobench,macro-ovr-auc,0.2,29,58,38,0.6551724137931034
pathobench.exaone2025.cptac_brca.tp53-mutation,pathobench,macro-ovr-auc,0.2,28,56,45,0.8035714285714286
pathobench.exaone2025.cptac_ccrcc.bap1-mutation,pathobench,macro-ovr-auc,0.2,28,56,43,0.7678571428571429
pathobench.exaone2025.cptac_ccrcc.immune-class,pathobench,macro-ovr-auc,0.2,27,54,29,0.5370370370370371
pathobench.exaone2025.cptac_ccrcc.os,pathobench,cindex,0.2,26,52,27,0.5192307692307693
pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,pathobench,macro-ovr-auc,0.2,27,54,46,0.8518518518518519
pathobench.exaone2025.cptac_ccrcc.vhl-mutation,pathobench,macro-ovr-auc,0.2,28,56,32,0.5714285714285714
pathobench.exaone2025.cptac_coad.acvr2a-mutation,pathobench,macro-ovr-auc,0.2,28,56,36,0.6428571428571429
pathobench.exaone2025.cptac_coad.apc-mutation,pathobench,macro-ovr-auc,0.2,29,58,44,0.7586206896551724
pathobench.exaone2025.cptac_coad.arid1a-mutation,pathobench,macro-ovr-auc,0.2,30,60,38,0.6333333333333333
pathobench.exaone2025.cptac_coad.immune-class,pathobench,macro-ovr-auc,0.2,29,58,37,0.6379310344827587
pathobench.exaone2025.cptac_coad.kras-mutation,pathobench,macro-ovr-auc,0.2,27,54,28,0.5185185185185185
pathobench.exaone2025.cptac_coad.msi-h,pathobench,macro-ovr-auc,0.2,29,58,41,0.7068965517241379
pathobench.exaone2025.cptac_coad.pik3ca-mutation,pathobench,macro-ovr-auc,0.2,29,58,32,0.5517241379310345
pathobench.exaone2025.cptac_coad.setd1b-mutation,pathobench,macro-ovr-auc,0.2,28,56,44,0.7857142857142857
pathobench.exaone2025.cptac_coad.tp53-mutation,pathobench,macro-ovr-auc,0.2,29,58,43,0.7413793103448276
pathobench.exaone2025.cptac_gbm.egfr-mutation,pathobench,macro-ovr-auc,0.2,27,54,47,0.8703703703703703
pathobench.exaone2025.cptac_gbm.immune-class,pathobench,macro-ovr-auc,0.2,27,54,43,0.7962962962962963
pathobench.exaone2025.cptac_gbm.tp53-mutation,pathobench,macro-ovr-auc,0.2,29,58,36,0.6206896551724138
pathobench.exaone2025.cptac_hnsc.casp8-mutation,pathobench,macro-ovr-auc,0.2,28,56,46,0.8214285714285714
pathobench.exaone2025.cptac_hnsc.histologic-grade,pathobench,macro-ovr-auc,0.2,28,56,43,0.7678571428571429
pathobench.exaone2025.cptac_hnsc.immune-class,pathobench,macro-ovr-auc,0.2,29,58,33,0.5689655172413793
pathobench.exaone2025.cptac_hnsc.os,pathobench,cindex,0.2,29,58,44,0.7586206896551724
pathobench.exaone2025.cptac_lscc.arid1a-mutation,pathobench,macro-ovr-auc,0.2,28,56,48,0.8571428571428571
pathobench.exaone2025.cptac_lscc.histologic-grade,pathobench,macro-ovr-auc,0.2,27,54,31,0.5740740740740741
pathobench.exaone2025.cptac_lscc.immune-class,pathobench,macro-ovr-auc,0.2,28,56,31,0.5535714285714286
pathobench.exaone2025.cptac_lscc.keap1-mutation,pathobench,macro-ovr-auc,0.2,28,56,32,0.5714285714285714
pathobench.exaone2025.cptac_luad.egfr-mutation,pathobench,macro-ovr-auc,0.2,26,52,27,0.5192307692307693
pathobench.exaone2025.cptac_luad.immune-class,pathobench,macro-ovr-auc,0.2,28,56,49,0.875
pathobench.exaone2025.cptac_luad.kras-mutation,pathobench,macro-ovr-auc,0.2,29,58,27,0.46551724137931033
pathobench.exaone2025.cptac_luad.os,pathobench,cindex,0.2,27,54,36,0.6666666666666666
pathobench.exaone2025.cptac_luad.stk11-mutation,pathobench,macro-ovr-auc,0.2,28,56,39,0.6964285714285714
pathobench.exaone2025.cptac_luad.tp53-mutation,pathobench,macro-ovr-auc,0.2,30,60,45,0.75
pathobench.exaone2025.cptac_ov.immune-class,pathobench,macro-ovr-auc,0.2,28,56,48,0.8571428571428571
pathobench.exaone2025.cptac_pda.immune-class,pathobench,macro-ovr-auc,0.2,28,56,34,0.6071428571428571
pathobench.exaone2025.cptac_pda.os,pathobench,cindex,0.2,29,58,48,0.8275862068965517
pathobench.exaone2025.cptac_pda.smad4-mutation,pathobench,macro-ovr-auc,0.2,29,58,47,0.8103448275862069
pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,pathobench,macro-ovr-auc,0.2,27,54,41,0.7592592592592593
pathobench.exaone2025.cptac_ucec.immune-class,pathobench,macro-ovr-auc,0.2,30,60,50,0.8333333333333334
pathobench.exaone2025.cptac_ucec.pten-mutation,pathobench,macro-ovr-auc,0.2,26,52,31,0.5961538461538461
pathobench.exaone2025.ebrains.diagnosis,pathobench,macro-ovr-auc,0.2,29,58,40,0.6896551724137931
pathobench.exaone2025.ebrains.diagnosis-group,pathobench,macro-ovr-auc,0.2,28,56,41,0.7321428571428571
pathobench.exaone2025.ebrains.idh-status,pathobench,macro-ovr-auc,0.2,29,58,39,0.6724137931034483
pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,pathobench,macro-ovr-auc,0.2,30,60,44,0.7333333333333333
pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,pathobench,macro-ovr-auc,0.2,29,58,42,0.7241379310344828
pathobench.exaone2025.hancook.lymphovascular-invasion-l,pathobench,macro-ovr-auc,0.2,27,54,36,0.6666666666666666
pathobench.exaone2025.hancook.os-treatment-rdc,pathobench,cindex,0.2,28,56,30,0.5357142857142857
pathobench.exaone2025.hancook.perineural-invasion-pn,pathobench,macro-ovr-auc,0.2,30,60,45,0.75
pathobench.exaone2025.hancook.primarily-metastasis,pathobench,macro-ovr-auc,0.2,28,56,38,0.6785714285714286
pathobench.exaone2025.hancook.primary-tumor-site,pathobench,macro-ovr-auc,0.2,29,58,39,0.6724137931034483
pathobench.exaone2025.hancook.vascular-invasion-v,pathobench,macro-ovr-auc,0.2,27,54,39,0.7222222222222222
pathobench.exaone2025.herroi.response,pathobench,macro-ovr-auc,0.2,28,56,43,0.7678571428571429
pathobench.exaone2025.imp.grade,pathobench,macro-ovr-auc,0.2,30,60,54,0.9
pathobench.exaone2025.mbc_.os,pathobench,cindex,0.2,28,56,44,0.7857142857142857
pathobench.exaone2025.mbc_.recist,pathobench,macro-ovr-auc,0.2,30,60,51,0.85
pathobench.exaone2025.mut-het-rcc.bap1-mutation,pathobench,macro-ovr-auc,0.2,29,58,38,0.6551724137931034
pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,pathobench,macro-ovr-auc,0.2,28,56,37,0.6607142857142857
pathobench.exaone2025.mut-het-rcc.setd2-mutation,pathobench,macro-ovr-auc,0.2,26,52,29,0.5576923076923077
pathobench.exaone2025.nadt.response,pathobench,macro-ovr-auc,0.2,28,56,47,0.8392857142857143
pathobench.exaone2025.natbrca.lymphovascular-invasion,pathobench,macro-ovr-auc,0.2,30,60,40,0.6666666666666666
pathobench.exaone2025.ovarian.response,pathobench,macro-ovr-auc,0.2,28,56,29,0.5178571428571429
pathobench.exaone2025.panda.isup-grade,pathobench,macro-ovr-auc,0.2,29,58,37,0.6379310344827587
pathobench.exaone2025.sr386_.braf-mutant-binary,pathobench,macro-ovr-auc,0.2,30,60,39,0.65
pathobench.exaone2025.sr386_.died-within-5-years,pathobench,macro-ovr-auc,0.2,30,60,50,0.8333333333333334
pathobench.exaone2025.sr386_.mmr-loss-binary,pathobench,macro-ovr-auc,0.2,27,54,38,0.7037037037037037
pathobench.exaone2025.sr386_.os,pathobench,cindex,0.2,28,56,36,0.6428571428571429
pathobench.exaone2025.sr386_.ras-mutant-binary,pathobench,macro-ovr-auc,0.2,28,56,44,0.7857142857142857
pathobench.exaone2025.visiomel.relapse-noprev-melanoma,pathobench,macro-ovr-auc,0.2,27,54,39,0.7222222222222222
pathobench.exaone2025.visiomel.relapse-overall,pathobench,macro-ovr-auc,0.2,30,60,46,0.7666666666666667
pathobench.threads2025.bcnb.er,pathobench,macro-ovr-auc,0.2,29,58,46,0.7931034482758621
pathobench.threads2025.bcnb.her2,pathobench,macro-ovr-auc,0.2,30,60,49,0.8166666666666667
pathobench.threads2025.bcnb.pr,pathobench,macro-ovr-auc,0.2,28,56,45,0.8035714285714286
pathobench.threads2025.boehmk_.pfs,pathobench,cindex,0.2,30,60,48,0.8
pathobench.threads2025.bracs.slidelevel-coarse,pathobench,bacc,0.2,27,54,47,0.8703703703703703
pathobench.threads2025.bracs.slidelevel-fine,pathobench,bacc,0.2,29,58,51,0.8793103448275862
pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,macro-ovr-auc,0.2,29,58,37,0.6379310344827587
pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,macro-ovr-auc,0.2,30,60,55,0.9166666666666666
pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,macro-ovr-auc,0.2,30,60,49,0.8166666666666667
pathobench.threads2025.cptac_ccrcc.os,pathobench,cindex,0.2,29,58,48,0.8275862068965517
pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,macro-ovr-auc,0.2,29,58,52,0.896551724137931
pathobench.threads2025.cptac_coad.kras-mutation,pathobench,macro-ovr-auc,0.2,30,60,53,0.8833333333333333
pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,macro-ovr-auc,0.2,29,58,46,0.7931034482758621
pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,macro-ovr-auc,0.2,28,56,53,0.9464285714285714
pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,macro-ovr-auc,0.2,29,58,34,0.5862068965517241
pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,macro-ovr-auc,0.2,30,60,49,0.8166666666666667
pathobench.threads2025.cptac_hnsc.os,pathobench,cindex,0.2,29,58,47,0.8103448275862069
pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,macro-ovr-auc,0.2,30,60,50,0.8333333333333334
pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,macro-ovr-auc,0.2,29,58,43,0.7413793103448276
pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,macro-ovr-auc,0.2,30,60,51,0.85
pathobench.threads2025.cptac_luad.os,pathobench,cindex,0.2,30,60,51,0.85
pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,macro-ovr-auc,0.2,27,54,45,0.8333333333333334
pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,macro-ovr-auc,0.2,30,60,52,0.8666666666666667
pathobench.threads2025.cptac_pda.os,pathobench,cindex,0.2,29,58,49,0.8448275862068966
pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,macro-ovr-auc,0.2,29,58,48,0.8275862068965517
pathobench.threads2025.ebrains.diagnosis,pathobench,bacc,0.2,30,60,48,0.8
pathobench.threads2025.ebrains.diagnosis-group,pathobench,bacc,0.2,30,60,49,0.8166666666666667
pathobench.threads2025.imp.grade,pathobench,weighted_kappa,0.2,28,56,45,0.8035714285714286
pathobench.threads2025.mbc_.os,pathobench,cindex,0.2,29,58,47,0.8103448275862069
pathobench.threads2025.mbc_.recist,pathobench,weighted_kappa,0.2,28,56,45,0.8035714285714286
pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,macro-ovr-auc,0.2,28,56,32,0.5714285714285714
