informativeness_rank,evaluation_id,suite_id,metric,models_with_score,model_coverage,parity_medae,hidden_only_medae,model_average_mae,improvement_over_column_median,column_baseline_medae,skill_in_sample_matrixwide_numerator_DEPRECATED,column_loo_baseline_medae,column_robust_dispersion,matched_cell_n,matched_cell_k0_medae,matched_cell_greedy_medae,matched_cell_greedy_beats_k0,skill_numerator_medae,skill_numerator_scope,medae_ratio_to_loo_baseline,skill_score,skill_score_raw,skill_excluded_below_noise_floor,skill_exclusion_reason,parity_medae_normalized,parity_medae_normalized_sd_legacy
123,pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2622577120498946,2.286051736421605,4.440019157509479,-0.3622577120499031,3.1000000000000014,0.27023944772584074,4.0,4.596060000000002,8,4.809431179291664,4.499155511773509,True,4.499155511773509,lofo_matched_cells_greedy_k4_per_column,1.1247888779433772,-0.12478887794337723,-0.12478887794337723,False,,0.4922167491394572,0.41099702696682167
124,hoptimus1report2025.msi_crc.paip2020.abmil_auc,hoptimus1_report,auroc,5,0.0847457627118644,2.2649474573761665,2.2743492902904023,4.358332502104478,-0.36494745737617507,0.8000000000000114,-1.8311843217201678,1.1500000000000057,1.186080000000017,0,,,False,,lofo_matched_cells_greedy_k4_per_column,,,,True,no_model_error,1.909607663375265,2.7662481011457354
125,pathobench.exaone2025.mbc_.os,pathobench,cindex,7,0.11864406779661017,2.2649474573761665,2.285697302850579,4.416640628684765,-0.36494745737617507,1.2999999999999972,-0.7422672749047472,1.2999999999999972,1.9273799999999957,7,2.8876186217934006,2.8876186217934006,False,2.8876186217934006,lofo_matched_cells_greedy_k4_per_column,2.221245093687236,-1.0,-1.2212450936872359,False,,1.175143177461721,0.4017114972384861
126,pathobench.exaone2025.cptac_brca.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2656597968132175,2.2806607394267573,4.50691364929701,-0.365659796813226,1.3999999999999915,-0.6183284262951652,1.7499999999999858,2.075639999999987,4,2.588345964787031,2.0134414419972657,True,2.0134414419972657,lofo_matched_cells_greedy_k4_per_column,1.1505379668555897,-0.15053796685558973,-0.15053796685558973,False,,1.0915475693343892,0.996377044275198
127,thunder.mhist.linear_probing,thunder,f1,32,0.5423728813559322,2.2661773927303415,2.3267740207576644,4.4499087256127,-0.36617739273035,1.7999999999999972,-0.2589874404057473,2.299999999999997,2.6686799999999957,23,1.9117676100486278,1.2259100478705989,True,1.2259100478705989,lofo_matched_cells_greedy_k4_per_column,0.5330043686393915,0.4669956313606085,0.4669956313606085,False,,0.8491753948507671,0.9406377027044618
128,pathobench.exaone2025.cptac_ov.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2741259708270363,2.2880275736442,4.4204920673354176,-0.3741259708270448,3.0999999999999943,0.26641097715256756,3.4499999999999957,4.596059999999992,2,5.4016158373763865,5.179409629445011,True,5.179409629445011,lofo_matched_cells_greedy_k4_per_column,1.501278153462324,-0.5012781534623241,-0.5012781534623241,False,,0.494799017164058,0.7751027366222947
129,pathobench.exaone2025.cptac_hnsc.os,pathobench,cindex,7,0.11864406779661017,2.277794574308622,2.2913879347176973,4.508391687214738,-0.3777945743086306,3.3999999999999986,0.33006041932099317,6.500000000000007,5.0408399999999975,7,5.795912118949268,5.795912118949268,False,5.795912118949268,lofo_matched_cells_greedy_k4_per_column,0.8916787875306555,0.10832121246934445,0.10832121246934445,False,,0.451868056575615,0.3893506315473573
130,pathobench.exaone2025.cptac_lscc.keap1-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.279965034423995,2.294902238071913,4.485980140795097,-0.37996503442400353,2.1999999999999957,-0.03634774291999965,4.599999999999994,3.2617199999999933,6,4.56905216524537,4.002256002770363,True,4.002256002770363,lofo_matched_cells_greedy_k4_per_column,0.8700556527761669,0.12994434722383308,0.12994434722383308,False,,0.6990069762039659,0.551267972048354
131,pathobench.exaone2025.cptac_luad.stk11-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.281519895529975,2.294902238071913,4.506069389362371,-0.38151989552998344,1.1000000000000085,-1.0741089959363248,1.3500000000000085,1.6308600000000126,5,1.7042645379110013,0.7914039410873386,True,0.7914039410873386,lofo_matched_cells_greedy_k4_per_column,0.586225141546173,0.413774858453827,0.413774858453827,False,,1.39896735190633,1.7477490010506986
132,pathorob.nature2026.tcga_4x4.clustering_score,pathorob,clustering_score,20,0.3389830508474576,2.2834776446476006,2.339838518501523,3.615232194833965,-0.38347764464760914,5.7966000000000015,0.6060660310099714,6.258900000000001,8.594039160000001,14,7.195217117905091,7.600343646196045,False,7.600343646196045,lofo_matched_cells_greedy_k4_per_column,1.2143257834756978,-0.21432578347569775,-0.21432578347569775,False,,0.26570482192771394,0.2277912283296447
133,pathobench.threads2025.panda.isup-grade,pathobench,weighted_kappa,8,0.13559322033898305,2.28512321168672,2.2934354755029,4.5658040895996885,-0.3851232116867287,1.0499999999999972,-1.1763078206540252,1.0749999999999957,1.5567299999999957,8,1.5613993038741043,1.4685703170111353,True,1.4685703170111353,lofo_matched_cells_greedy_k4_per_column,1.3661119228010614,-0.3661119228010614,-0.3661119228010614,False,,1.4678995148077871,1.2146633248521261
134,pathobench.exaone2025.panda.isup-grade,pathobench,macro-ovr-auc,7,0.11864406779661017,2.285253556463921,2.298021847088137,4.500374928259375,-0.38525355646392967,0.30000000000001137,-6.6175118548794485,0.4000000000000057,0.44478000000001683,4,0.5509385499524768,0.43559939363832,True,0.43559939363832,lofo_matched_cells_greedy_k4_per_column,,,,True,noise_floor,5.137941356319606,2.7426177276957535
135,hoptimus1report2025.msi_gc.tcga_stad_test.abmil_auc,hoptimus1_report,auroc,5,0.0847457627118644,2.2856536591768943,2.298021847088137,4.404775039815416,-0.38565365917690286,0.7999999999999972,-1.8570670739711281,1.0,1.1860799999999958,5,0.7189244947605147,1.1375127355004366,False,1.1375127355004366,lofo_matched_cells_greedy_k4_per_column,1.1375127355004366,-0.13751273550043663,-0.13751273550043663,False,,1.9270653405983598,2.6527201824779403
136,pathobench.threads2025.bcnb.her2,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2873867392509837,2.2980397624605473,4.342819065692231,-0.3873867392509922,1.0,-1.2873867392509837,1.4000000000000057,1.4826,4,1.229939098650867,2.289269010379165,False,2.289269010379165,lofo_matched_cells_greedy_k4_per_column,1.6351921502708255,-0.6351921502708255,-0.6351921502708255,False,,1.5428212189740886,1.1476677747244683
137,pathobench.threads2025.imp.grade,pathobench,weighted_kappa,8,0.13559322033898305,2.2873867392509837,2.3022609273573167,4.537455810408731,-0.3873867392509922,0.42499999999999716,-4.382086445296468,0.6749999999999972,0.6301049999999957,7,0.7343665595303293,0.447288880975222,True,0.447288880975222,lofo_matched_cells_greedy_k4_per_column,0.6626501940373687,0.3373498059626313,0.3373498059626313,False,,3.6301675740567036,2.717096302105112
138,pathobench.exaone2025.sr386_.os,pathobench,cindex,7,0.11864406779661017,2.289001074011768,2.3011772868491818,4.484597844327121,-0.38900107401177664,0.8999999999999986,-1.5433345266797462,1.7999999999999972,1.3343399999999979,5,0.44126936367597125,0.44126936367597125,False,0.44126936367597125,lofo_matched_cells_greedy_k4_per_column,0.24514964648665108,0.754850353513349,0.754850353513349,False,,1.715455636503269,1.829797308145285
139,pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2902320551845428,2.304907664544899,4.591045212493556,-0.3902320551845513,2.75,0.16718834356925716,2.8500000000000014,4.07715,8,3.481014367355236,3.190887290060502,True,3.190887290060502,lofo_matched_cells_greedy_k4_per_column,1.1196095754598248,-0.11960957545982476,-0.11960957545982476,False,,0.561723766646933,0.568598824604696
140,pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2902320551845428,2.3022609273573167,4.4606430879217305,-0.3902320551845513,2.150000000000002,-0.06522421171373982,2.400000000000002,3.187590000000003,5,6.137058018973676,9.226138926911275,False,9.226138926911275,lofo_matched_cells_greedy_k4_per_column,3.8442245528796946,-1.0,-2.8442245528796946,False,,0.7184838875716578,0.29520716933765
141,pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2902320551845428,2.3022609273573167,4.363477689084332,-0.3902320551845513,1.5,-0.5268213701230284,1.7999999999999972,2.2239,8,1.7001185963021328,1.7090694350642863,False,1.7090694350642863,lofo_matched_cells_greedy_k4_per_column,0.9494830194801606,0.05051698051983944,0.05051698051983944,False,,1.0298269055193772,1.317880455968389
142,pathobench.exaone2025.cptac_coad.apc-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2912858308762374,2.294902238071913,4.450356407058545,-0.3912858308762459,1.8999999999999915,-0.20593991098749886,2.3499999999999943,2.8169399999999873,7,1.5238443873144405,3.59957065370196,False,3.59957065370196,lofo_matched_cells_greedy_k4_per_column,1.5317321930646675,-0.5317321930646675,-0.5317321930646675,False,,0.8133953264450956,0.4738717370416218
143,pathobench.exaone2025.cptac_gbm.egfr-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.300114770714714,2.3033445678654516,4.4191717771825925,-0.40011477071472257,3.000000000000007,0.2332950764284305,3.500000000000007,4.447800000000011,7,6.124005815340645,6.124005815340645,False,6.124005815340645,lofo_matched_cells_greedy_k4_per_column,1.7497159472401809,-0.7497159472401809,-0.7497159472401809,False,,0.5171353861942328,0.3701011407882721
144,pathobench.threads2025.ebrains.diagnosis,pathobench,bacc,8,0.13559322033898305,2.309519916606071,2.3206449270733067,4.590712365383686,-0.40951991660607945,2.3500000000000014,0.01722556740167258,3.0,3.484110000000002,6,2.470413370084067,2.5851235708648304,False,2.5851235708648304,lofo_matched_cells_greedy_k4_per_column,0.8617078569549435,0.13829214304505655,0.13829214304505655,False,,0.6628722734374258,0.6563601502752539
145,pathobench.threads2025.mbc_.recist,pathobench,weighted_kappa,8,0.13559322033898305,2.315470207031481,2.326674794551419,4.525874137887045,-0.41547020703148974,2.5249999999999986,0.0829820962251554,2.5749999999999957,3.7435649999999976,8,5.355146844016669,5.1673943236845155,True,5.1673943236845155,lofo_matched_cells_greedy_k4_per_column,2.0067550771590383,-1.0,-1.0067550771590383,False,,0.6185201023707302,0.5344327358585029
146,pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,macro-ovr-auc,8,0.13559322033898305,2.31936964356305,2.350303357818767,4.549654889337642,-0.4193696435630585,2.1499999999999986,-0.07877657840141938,3.0,3.187589999999998,8,2.7980013551751597,3.2395855555815345,False,3.2395855555815345,lofo_matched_cells_greedy_k4_per_column,1.0798618518605114,-0.07986185186051142,-0.07986185186051142,False,,0.727624833671536,0.6872394896954195
147,pathobench.exaone2025.cptac_lscc.arid1a-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3221988856909945,2.350626916136619,4.475113706584232,-0.42219888569100306,5.899999999999999,0.60640696852695,7.949999999999996,8.747339999999998,7,7.600717404676956,7.600717404676956,False,7.600717404676956,lofo_matched_cells_greedy_k4_per_column,0.9560650823493032,0.04393491765069679,0.04393491765069679,False,,0.26547486272295295,0.3807144435991528
148,pathobench.exaone2025.sr386_.braf-mutant-binary,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3261753842574677,2.341227697981907,4.4532033474996195,-0.42617538425747625,4.099999999999994,0.4326401501811047,4.749999999999986,6.078659999999991,7,4.745885441919981,4.745885441919981,False,4.745885441919981,lofo_matched_cells_greedy_k4_per_column,0.9991337772463148,0.0008662227536851974,0.0008662227536851974,False,,0.38267897600087375,0.5248232368018056
149,pathobench.threads2025.cptac_coad.kras-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.3288185073856127,2.3460318886002867,4.470964218731856,-0.4288185073856212,0.9499999999999957,-1.4513879025111822,1.0499999999999972,1.4084699999999937,7,0.7149455933277267,2.896911443755471,False,2.896911443755471,lofo_matched_cells_greedy_k4_per_column,2.7589632797671224,-1.0,-1.7589632797671224,False,,1.653438488136505,0.46138403807475037
150,pathorob.camelyon.robustness_index,pathorob,robustness_index,20,0.3389830508474576,2.3346125568406,2.363103242427915,4.19470750868662,-0.43461255684060873,28.699999999999996,0.9186546147442299,32.1,42.55061999999999,18,31.437857249797815,33.55251611868868,False,33.55251611868868,lofo_matched_cells_greedy_k4_per_column,1.0452497233236349,-0.04524972332363486,-0.04524972332363486,False,,0.05486671068108058,0.08049448281997795
151,pathobench.exaone2025.sr386_.ras-mutant-binary,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3348762141710395,2.360857512654171,4.477700255373808,-0.43487621417104805,1.7999999999999972,-0.2971534523172463,4.349999999999994,2.6686799999999957,4,4.451419915565523,3.1431131200580396,True,3.1431131200580396,lofo_matched_cells_greedy_k4_per_column,0.7225547402432284,0.2774452597567716,0.2774452597567716,False,,0.8749180172111468,0.6733454083164274
152,pathobench.threads2025.mbc_.os,pathobench,cindex,8,0.13559322033898305,2.335116568726164,2.360004302105054,4.458612571994475,-0.43511656872617266,2.8500000000000014,0.1806608530785393,4.75,4.225410000000002,8,3.746228404309541,4.153905956803957,False,4.153905956803957,lofo_matched_cells_greedy_k4_per_column,0.8745065172218857,0.12549348277811434,0.12549348277811434,False,,0.5526366834759616,0.622701211121093
153,hoptimus1report2025.msi_crc.cptac_coad.abmil_auc,hoptimus1_report,auroc,5,0.0847457627118644,2.3410970763964656,2.3562780260757705,4.4056803648867255,-0.4410970763964741,0.6000000000000085,-2.9018284606607203,1.8500000000000085,0.8895600000000126,2,1.7000109572530917,1.4392859514386913,True,1.4392859514386913,lofo_matched_cells_greedy_k4_per_column,0.7779924061830727,0.22200759381692725,0.22200759381692725,False,,2.6317472417784438,1.5291166560843883
154,pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.3450904486448856,2.3575899240059357,4.601097445677491,-0.4450904486448941,2.3999999999999986,0.022878979731297044,3.3500000000000014,3.558239999999998,8,3.316833494797642,2.965847271625478,True,2.965847271625478,lofo_matched_cells_greedy_k4_per_column,0.885327543768799,0.11467245623120104,0.11467245623120104,False,,0.659059099061583,0.757491386852402
155,pathobench.exaone2025.mbc_.recist,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3507744123019307,2.357419366007008,4.4334829140806455,-0.45077441230193926,1.8000000000000043,-0.30598578461218073,2.5,2.6686800000000064,6,1.758131794142777,1.8642539452740188,False,1.8642539452740188,lofo_matched_cells_greedy_k4_per_column,0.7457015781096075,0.25429842189039253,0.25429842189039253,False,,0.8808753437287068,1.2476973767884305
156,pathobench.threads2025.bcnb.pr,pathobench,macro-ovr-auc,8,0.13559322033898305,2.352808401782106,2.3614307007074657,4.490916672060986,-0.45280840178211434,0.3999999999999986,-4.882021004455286,0.5,0.5930399999999979,8,0.5062447397135657,0.5064277097830683,False,0.5064277097830683,lofo_matched_cells_greedy_k4_per_column,1.0128554195661366,-0.012855419566136561,-0.012855419566136561,False,,3.9673688145523305,2.1615038894515384
157,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3588250549340657,2.363188369639758,4.473471246742435,-0.4588250549340742,1.8999999999999986,-0.24148687101793032,2.3000000000000043,2.8169399999999976,6,2.246074851731219,2.5241611482309914,False,2.5241611482309914,lofo_matched_cells_greedy_k4_per_column,1.0974613687960812,-0.09746136879608125,-0.09746136879608125,False,,0.8373714225131056,0.9013815807805773
158,pathobench.threads2025.cptac_luad.os,pathobench,cindex,8,0.13559322033898305,2.3595655633731525,2.3627315333973655,4.494995587158927,-0.459565563373161,6.800000000000001,0.6530050642098306,7.5,10.08168,8,8.005480740855084,8.643207598097334,False,8.643207598097334,lofo_matched_cells_greedy_k4_per_column,1.152427679746311,-0.1524276797463111,-0.1524276797463111,False,,0.23404487777564378,0.28044024743383283
159,hest.prad.gene_expression,hest,pearson_r,26,0.4406779661016949,2.3612843906898853,2.4104790436873245,4.56599570027591,-0.4612843906898938,0.6600000000000037,-2.5777036222573817,0.7749999999999986,0.9785160000000054,26,0.636912476563694,0.8906555595844168,False,0.8906555595844168,lofo_matched_cells_greedy_k4_per_column,1.149232980108927,-0.14923298010892694,-0.14923298010892694,False,,2.4131280333585474,1.7290392844612437
160,pathobench.exaone2025.bc_therapy.her2-status,pathobench,macro-ovr-auc,7,0.11864406779661017,2.361387915001778,2.3732353090484253,4.503293947894086,-0.46138791500178655,2.4000000000000057,0.01608836874926145,3.6499999999999915,3.558240000000008,6,4.340924091694987,4.689433406354944,False,4.689433406354944,lofo_matched_cells_greedy_k4_per_column,1.2847762757136862,-0.28477627571368624,-0.28477627571368624,False,,0.6636393034201663,0.6648796350377949
161,pathobench.exaone2025.mut-het-rcc.setd2-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3614307007074657,2.3725104954256437,4.546512007099788,-0.4614307007074743,1.2999999999999972,-0.8164851543903622,1.5499999999999972,1.9273799999999957,6,1.085796304271767,1.085796304271767,False,1.085796304271767,lofo_matched_cells_greedy_k4_per_column,0.7005137446914639,0.2994862553085361,0.2994862553085361,False,,1.2252024513627158,1.998981141322433
162,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3614307007074657,2.371192267339424,4.436933440790314,-0.4614307007074743,3.1000000000000085,0.2382481610621099,3.5999999999999943,4.596060000000012,6,3.0668557918555663,2.4512066302153883,True,2.4512066302153883,lofo_matched_cells_greedy_k4_per_column,0.6808907306153867,0.31910926938461326,0.31910926938461326,False,,0.5137945763779106,0.8075440724917571
163,pathobench.threads2025.sr386_.os,pathobench,cindex,8,0.13559322033898305,2.362014658147949,2.371730870307559,4.4827627362568245,-0.4620146581479574,0.9500000000000028,-1.4863312191030968,0.9500000000000028,1.408470000000004,8,1.3997706239004408,1.824440476678518,False,1.824440476678518,lofo_matched_cells_greedy_k4_per_column,1.9204636596615923,-0.9204636596615923,-0.9204636596615923,False,,1.6770074322832165,1.366881511202318
164,pathobench.exaone2025.bcnb.her2,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3687470487017848,2.3813702018659058,4.50615212251216,-0.4687470487017933,1.4000000000000057,-0.6919621776441252,2.6499999999999915,2.0756400000000084,4,1.4854932788417017,1.5248239545693352,False,1.5248239545693352,lofo_matched_cells_greedy_k4_per_column,0.5754052658752227,0.42459473412477733,0.42459473412477733,False,,1.1412128542048599,1.4972718353469294
165,pathobench.threads2025.sr386_.died-within-5-years,pathobench,macro-ovr-auc,8,0.13559322033898305,2.373604838942576,2.382047873376223,4.5297930777287405,-0.47360483894258465,2.049999999999997,-0.15785601899638024,2.0999999999999943,3.0393299999999956,4,2.0254480797530476,2.13678346317171,False,2.13678346317171,lofo_matched_cells_greedy_k4_per_column,1.0175159348436742,-0.017515934843674197,-0.017515934843674197,False,,0.7809631856174155,1.2226967474310821
166,pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.3742418917510193,2.38797855310748,4.468100049842976,-0.4742418917510278,5.25,0.5477634491902821,7.699999999999999,7.78365,8,7.352816969935965,7.322391929650085,True,7.322391929650085,lofo_matched_cells_greedy_k4_per_column,0.9509599908636475,0.049040009136352536,0.049040009136352536,False,,0.3050293746187225,0.3487598230976839
167,pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,macro-ovr-auc,8,0.13559322033898305,2.3742418917510193,2.3823962641783325,4.53156698433274,-0.4742418917510278,0.5499999999999972,-3.3168034395473303,0.649999999999995,0.8154299999999958,8,2.172721674358584,2.2118212899270233,False,2.2118212899270233,lofo_matched_cells_greedy_k4_per_column,3.4028019845031388,-1.0,-2.4028019845031388,False,,2.9116440304514573,1.276515646029046
168,pathobench.exaone2025.cptac_pda.smad4-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.376333195738077,2.3834132347582653,4.469515305700885,-0.47633319573808564,5.300000000000004,0.5516352460871556,6.150000000000006,7.857780000000006,6,4.9978547628694265,6.284419845759949,False,6.284419845759949,lofo_matched_cells_greedy_k4_per_column,1.0218568854894217,-0.021856885489421662,-0.021856885489421662,False,,0.3024178833892111,0.45248122473693214
169,pathobench.exaone2025.cptac_luad.kras-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3805187488331683,2.4049971181396543,4.545048959401711,-0.4805187488331768,2.3999999999999915,0.008117187986176333,3.3499999999999943,3.558239999999987,6,3.215598243432119,4.042345964521594,False,4.042345964521594,lofo_matched_cells_greedy_k4_per_column,1.2066704371706272,-0.20667043717062716,-0.20667043717062716,False,,0.6690157911869848,0.5754570744548205
170,pathobench.exaone2025.cptac_ccrcc.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3902885316930593,2.4045551958010947,4.482811359808811,-0.49028853169306785,1.3999999999999986,-0.7073489512093298,1.8999999999999986,2.0756399999999977,7,1.4300514908015458,1.8377650704893895,False,1.8377650704893895,lofo_matched_cells_greedy_k4_per_column,0.9672447739417847,0.03275522605821535,0.03275522605821535,False,,1.1515910907927491,1.5122450799835734
171,pathobench.exaone2025.cptac_luad.egfr-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.3951658914031384,2.4049971181396543,4.568672901772235,-0.49516589140314693,1.6000000000000085,-0.4969786821269535,1.7999999999999972,2.3721600000000125,7,2.644869425953857,2.644869425953857,False,2.644869425953857,lofo_matched_cells_greedy_k4_per_column,1.4693719033077006,-0.4693719033077006,-0.4693719033077006,False,,1.0096982882280814,0.7571244371110647
172,pathobench.threads2025.cptac_ccrcc.os,pathobench,cindex,8,0.13559322033898305,2.4053955218230634,2.427643516153431,4.578528141024414,-0.5053955218230719,3.8000000000000007,0.36700117846761504,4.400000000000002,5.63388,4,3.8559787470451923,2.1461076924073588,True,2.1461076924073588,lofo_matched_cells_greedy_k4_per_column,0.4877517482743995,0.5122482517256005,0.5122482517256005,False,,0.42695185588316814,0.35966143765746267
173,pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.408378228057529,2.427719817200696,4.66720482960521,-0.5083782280575377,1.7999999999999972,-0.33798790447640714,2.1499999999999986,2.6686799999999957,7,6.4536323415604855,6.4536323415604855,False,6.4536323415604855,lofo_matched_cells_greedy_k4_per_column,3.0016894611909253,-1.0,-2.0016894611909253,False,,0.90246047786079,0.38795089735992105
174,pathobench.exaone2025.cptac_hnsc.casp8-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.415294778884409,2.423737043176189,4.496763699724387,-0.5152947788844173,5.799999999999997,0.5835698657095845,9.950000000000003,8.599079999999995,6,9.774937625004988,11.735988183963403,False,11.735988183963403,lofo_matched_cells_greedy_k4_per_column,1.1794962998958192,-0.17949629989581917,-0.17949629989581917,False,,0.28087827754648287,0.2779902340598738
175,pathobench.exaone2025.ovarian.response,pathobench,macro-ovr-auc,7,0.11864406779661017,2.43215340801385,2.4392733123446675,4.6442098497023885,-0.5321534080138584,2.8999999999999915,0.16132641102970446,6.1499999999999915,4.299539999999987,7,8.788748807891452,6.860263113158453,True,6.860263113158453,lofo_matched_cells_greedy_k4_per_column,1.115489937098937,-0.11548993709893707,-0.11548993709893707,False,,0.5656775859775365,0.37423620179511435
176,eva.leaderboard.bach.validation,eva,balanced_accuracy,19,0.3220338983050847,2.446419910420296,2.4881343265466995,4.05546927025077,-0.5464199104203047,5.599999999999994,0.563139301710661,6.0,8.30255999999999,10,6.9966777396398,4.354262042434762,True,4.354262042434762,lofo_matched_cells_greedy_k4_per_column,0.7257103404057936,0.27428965959420637,0.27428965959420637,False,,0.294658504174652,0.2478316733219769
177,pathobench.exaone2025.boehmk_.pfs,pathobench,cindex,7,0.11864406779661017,2.453151024330232,2.4786840241072596,4.583482511188158,-0.5531510243302407,2.1999999999999957,-0.11506864742283485,2.8500000000000014,3.2617199999999933,3,2.7130366382402116,3.264127047878958,False,3.264127047878958,lofo_matched_cells_greedy_k4_per_column,1.1453077360978794,-0.1453077360978794,-0.1453077360978794,False,,0.7521034988687677,0.7535083626789932
178,eva.leaderboard.panda_small.validation,eva,balanced_accuracy,15,0.2542372881355932,2.4784236313453043,2.4872677804861354,4.537931326381367,-0.5784236313453128,0.7000000000000028,-2.5406051876361344,0.7999999999999972,1.0378200000000042,15,1.0944592028991167,0.7948985097261243,True,0.7948985097261243,lofo_matched_cells_greedy_k4_per_column,0.9936231371576589,0.006376862842341069,0.006376862842341069,False,,2.3881054820154692,2.545728578348239
179,pathobench.threads2025.boehmk_.pfs,pathobench,cindex,8,0.13559322033898305,2.4786246537931618,2.497620650145521,4.538407364513836,-0.5786246537931703,1.9500000000000028,-0.27108956604777346,2.3000000000000043,2.891070000000004,8,2.449698023253262,2.380497894285412,True,2.380497894285412,lofo_matched_cells_greedy_k4_per_column,1.0349990844719164,-0.03499908447191635,-0.03499908447191635,False,,0.8573381667663386,1.1350515929033853
180,pathobench.exaone2025.cptac_coad.arid1a-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.486154781803606,2.4995340528038668,4.561194224799124,-0.5861547818036144,1.5,-0.6574365212024038,2.1499999999999915,2.2239,7,1.9498995512273467,1.4747563695742514,True,1.4747563695742514,lofo_matched_cells_greedy_k4_per_column,0.6859331951508173,0.3140668048491827,0.3140668048491827,False,,1.1179256179700552,1.248054058983442
181,pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.4894445087249224,2.4933018274093044,4.656826896094192,-0.5894445087249309,0.7500000000000071,-2.319259344966532,1.000000000000007,1.1119500000000104,4,1.4943357198008371,1.368455621782111,True,1.368455621782111,lofo_matched_cells_greedy_k4_per_column,1.3684556217821013,-0.36845562178210134,-0.36845562178210134,False,,2.238809756486262,1.855602922643328
182,pathobench.exaone2025.hancook.os-treatment-rdc,pathobench,cindex,7,0.11864406779661017,2.4941865219558537,2.5071740724620213,4.573348470713382,-0.5941865219558622,2.200000000000003,-0.13372114634356835,2.5,3.261720000000004,6,5.506772455358529,4.294618004013429,True,4.294618004013429,lofo_matched_cells_greedy_k4_per_column,1.7178472016053719,-0.7178472016053719,-0.7178472016053719,False,,0.7646844370319495,0.4884147024266576
183,pathobench.exaone2025.cptac_ccrcc.bap1-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.5084606262233393,2.5168616598580655,4.53732942648684,-0.6084606262233478,2.8999999999999915,0.13501357716436324,3.950000000000003,4.299539999999987,5,4.811177723255533,4.811177723255533,False,4.811177723255533,lofo_matched_cells_greedy_k4_per_column,1.2180196767735516,-0.2180196767735516,-0.2180196767735516,False,,0.583425349275352,0.693742502898361
184,pathobench.exaone2025.cptac_coad.kras-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.5092559189853745,2.518374709907633,4.610981957327162,-0.609255918985383,3.0,0.16358136033820847,4.200000000000003,4.4478,5,3.22340395314081,3.3908720091548474,False,3.3908720091548474,lofo_matched_cells_greedy_k4_per_column,0.8073504783702012,0.19264952162979876,0.19264952162979876,False,,0.5641566435058624,0.7996065395856387
185,pathobench.exaone2025.cptac_coad.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.5328115598103977,2.563206691690496,4.601988680885555,-0.6328115598104063,1.8000000000000043,-0.4071175332279955,2.799999999999997,2.6686800000000064,6,2.05074383756142,2.257532890595975,False,2.257532890595975,lofo_matched_cells_greedy_k4_per_column,0.8062617466414205,0.19373825335857953,0.19373825335857953,False,,0.9490877736597837,1.423898523925327
