informativeness_rank,evaluation_id,suite_id,metric,models_with_score,model_coverage,parity_medae,hidden_only_medae,model_average_mae,improvement_over_column_median,column_baseline_medae,skill_in_sample_matrixwide_numerator_DEPRECATED,column_loo_baseline_medae,column_robust_dispersion,matched_cell_n,matched_cell_k0_medae,matched_cell_greedy_medae,matched_cell_greedy_beats_k0,skill_numerator_medae,skill_numerator_scope,medae_ratio_to_loo_baseline,skill_score,skill_score_raw,skill_excluded_below_noise_floor,skill_exclusion_reason,parity_medae_normalized,parity_medae_normalized_sd_legacy
60,hoptimus1report2025.cam17_wilds.linear_probe_top1,hoptimus1_report,top1_accuracy,5,0.0847457627118644,2.1924548910670723,2.1997674233970343,4.3763223852423705,-0.2924548910670808,0.20000000000000284,-9.962274455335205,0.20000000000000284,0.2965200000000042,5,0.19661401967015024,0.28872037125979944,False,0.28872037125979944,lofo_matched_cells_greedy_k4_per_column,,,,True,noise_floor,7.393952822969921,6.09015247518634
61,eva.leaderboard.gleason_arvaniti.validation,eva,balanced_accuracy,19,0.3220338983050847,2.194179106196138,2.2237912040997827,3.892993694793325,-0.29417910619614673,2.0999999999999943,-0.04484719342673538,2.0999999999999943,3.1134599999999915,8,1.8908752505161388,3.4895632303005257,False,3.4895632303005257,lofo_matched_cells_greedy_k4_per_column,1.6616967763335881,-0.6616967763335881,-0.6616967763335881,False,,0.7047397770313877,0.29976865112106893
62,pathobench.exaone2025.sr386_.mmr-loss-binary,pathobench,macro-ovr-auc,7,0.11864406779661017,2.1949364949767443,2.1997674233970343,4.386431196804223,-0.2949364949767528,0.8000000000000114,-1.7436706187208912,1.200000000000017,1.186080000000017,4,0.6629920526748379,0.21431829555119464,True,0.21431829555119464,lofo_matched_cells_greedy_k4_per_column,0.178598579625993,0.821401420374007,0.821401420374007,False,,1.8505804793746736,0.9763591527974776
63,pathobench.exaone2025.bc_therapy.er-status,pathobench,macro-ovr-auc,7,0.11864406779661017,2.1960821415428597,2.200865037115932,4.475554240123655,-0.29608214154286827,2.5,0.12156714338285612,3.200000000000003,3.7064999999999997,7,3.418479261267663,2.144965038037128,True,2.144965038037128,lofo_matched_cells_greedy_k4_per_column,0.670301574386602,0.329698425613398,0.329698425613398,False,,0.5924948446088925,0.537785409161863
64,hest.hoptimus1report2025.prad.gene_expression,hest,pearson_r,5,0.0847457627118644,2.196746397014671,2.200865037115932,4.417053983769298,-0.29674639701467953,1.0500000000000114,-1.0921394257282353,1.2750000000000057,1.5567300000000168,2,2.859010961345625,2.0887840782807885,True,2.0887840782807885,lofo_matched_cells_greedy_k4_per_column,1.6382620221810034,-0.6382620221810034,-0.6382620221810034,False,,1.4111287101903651,1.366416988068017
65,pathobench.exaone2025.bc_therapy.grade,pathobench,macro-ovr-auc,7,0.11864406779661017,2.198828675747677,2.2046972138951375,4.4160705668918725,-0.2988286757476857,1.2000000000000028,-0.8323572297897266,1.6999999999999886,1.779120000000004,7,3.525638381120544,2.066941332502225,True,2.066941332502225,lofo_matched_cells_greedy_k4_per_column,1.2158478426483756,-0.21584784264837564,-0.21584784264837564,False,,1.2359080195533028,0.6084143449872693
66,pathobench.exaone2025.cptac_coad.setd1b-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.200316230256483,2.221481383764363,4.458660058835402,-0.3003162302564917,5.799999999999997,0.6206351327143993,6.200000000000003,8.599079999999995,3,6.971237246330816,8.262795833988875,False,8.262795833988875,lofo_matched_cells_greedy_k4_per_column,1.332709005482076,-0.33270900548207605,-0.33270900548207605,False,,0.2558780974542026,0.34654880993899984
67,pathobench.exaone2025.cptac_ucec.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.200316230256483,2.2032848707899717,4.428764555569947,-0.3003162302564917,1.8000000000000043,-0.2223979056980434,2.5,2.6686800000000064,2,0.2596081295116086,0.9155254968937463,False,0.9155254968937463,lofo_matched_cells_greedy_k4_per_column,0.3662101987574985,0.6337898012425015,0.6337898012425015,False,,0.8244960917968726,0.5528787479980174
68,pathobench.exaone2025.ebrains.idh-status,pathobench,macro-ovr-auc,7,0.11864406779661017,2.200316230256483,2.2046972138951375,4.443339282911268,-0.3003162302564917,0.10000000000000853,-21.003162302562956,0.15000000000000568,0.14826000000001263,7,0.4160125308935392,0.3205106968158873,True,0.3205106968158873,lofo_matched_cells_greedy_k4_per_column,,,,True,noise_floor,14.840929652342478,2.6352644978734467
69,pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2006907264189266,2.2062443439397477,4.394454317970841,-0.30069072641893513,5.149999999999999,0.5726814123458394,6.199999999999996,7.6353899999999975,4,6.161861018673385,8.336483775103552,False,8.336483775103552,lofo_matched_cells_greedy_k4_per_column,1.3445941572747675,-0.3445941572747675,-0.3445941572747675,False,,0.28822243872532083,0.35599423846512784
70,pathobench.exaone2025.cptac_gbm.tp53-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2015095072334887,2.221481383764363,4.432877260778129,-0.30150950723349723,3.799999999999997,0.420655392833292,4.299999999999997,5.633879999999995,5,5.428293333849425,5.428293333849425,False,5.428293333849425,lofo_matched_cells_greedy_k4_per_column,1.2623937985696345,-0.2623937985696345,-0.2623937985696345,False,,0.3907625840865426,0.6203859391977542
71,pathobench.exaone2025.hancook.primary-tumor-site,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2015095072334887,2.205768189856549,4.48418428348742,-0.30150950723349723,1.2999999999999972,-0.693468851718072,1.3499999999999943,1.9273799999999957,1,2.7263052882466354,1.3592563872094416,True,1.3592563872094416,lofo_matched_cells_greedy_k4_per_column,1.006856583118109,-0.006856583118109105,-0.006856583118109105,False,,1.14222909194528,0.9275398897661595
72,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2015095072334887,2.221481383764363,4.48341974919088,-0.30150950723349723,1.2000000000000028,-0.834591256027903,1.7000000000000028,1.779120000000004,7,1.514760700242121,1.0047083198994073,True,1.0047083198994073,lofo_matched_cells_greedy_k4_per_column,0.5910048940584739,0.4089951059415261,0.4089951059415261,False,,1.2374148496073811,1.387719999511622
73,pathobench.exaone2025.natbrca.lymphovascular-invasion,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2015095072334887,2.221481383764363,4.434925782408316,-0.30150950723349723,1.5,-0.4676730048223259,1.8000000000000043,2.2239,7,3.2559881987754977,3.2559881987754977,False,3.2559881987754977,lofo_matched_cells_greedy_k4_per_column,1.80888233265305,-0.8088823326530501,-0.8088823326530501,False,,0.989931879685907,0.41961836424149823
74,pathobench.threads2025.nadt.response,pathobench,macro-ovr-auc,8,0.13559322033898305,2.201914190429285,2.2109833648451414,4.405785229600797,-0.3019141904292937,5.0,0.559617161914143,6.149999999999999,7.412999999999999,8,5.94479681913894,6.025332847506235,False,6.025332847506235,lofo_matched_cells_greedy_k4_per_column,0.9797289182936969,0.020271081706303096,0.020271081706303096,False,,0.29703415492098817,0.3665817899564426
75,pathobench.threads2025.bcnb.er,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2047398062616175,2.2082943284555583,4.44076531940346,-0.304739806261626,0.45000000000000284,-3.8994217916924523,0.5000000000000071,0.6671700000000041,8,0.6396183719876092,1.2043885177198987,False,1.2043885177198987,lofo_matched_cells_greedy_k4_per_column,2.4087770354397633,-1.0,-1.4087770354397633,False,,3.3046147252748233,1.2248554479231224
76,pathobench.threads2025.bracs.slidelevel-coarse,pathobench,bacc,8,0.13559322033898305,2.2077806388706307,2.222974906884687,4.370799303005201,-0.3077806388706392,2.650000000000002,0.16687523061485698,2.700000000000003,3.928890000000003,8,3.318332498892122,3.687087933596544,False,3.687087933596544,lofo_matched_cells_greedy_k4_per_column,1.3655881235542742,-0.36558812355427417,-0.36558812355427417,False,,0.5619349584413483,0.46978209988331626
77,pathobench.exaone2025.hancook.vascular-invasion-v,pathobench,macro-ovr-auc,7,0.11864406779661017,2.207914678492788,2.2236959696355285,4.468682890964215,-0.3079146784927964,2.0,-0.10395733924639394,2.299999999999997,2.9652,2,2.109535833571286,1.5069237080572435,True,1.5069237080572435,lofo_matched_cells_greedy_k4_per_column,0.6551842208944545,0.3448157791055455,0.3448157791055455,False,,0.7446090241780615,1.093518316952154
78,pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.210414537242805,2.2210542326032936,4.515073359809955,-0.31041453724281354,1.6000000000000014,-0.3815090857767518,3.0,2.372160000000002,2,4.731617005244125,5.6063378801182395,False,5.6063378801182395,lofo_matched_cells_greedy_k4_per_column,1.8687792933727465,-0.8687792933727465,-0.8687792933727465,False,,0.9318151124893782,0.6350068560601172
79,pathobench.exaone2025.cptac_pda.os,pathobench,cindex,7,0.11864406779661017,2.212175214673035,2.2236959696355285,4.403054868979789,-0.31217521467304366,4.799999999999997,0.539130163609784,6.849999999999994,7.116479999999996,5,3.4764681130263355,3.4764681130263355,False,3.4764681130263355,lofo_matched_cells_greedy_k4_per_column,0.5075135931425312,0.4924864068574688,0.4924864068574688,False,,0.3108524459666909,0.4132406898060077
80,pathorob.tolkach_esca.robustness_index,pathorob,robustness_index,20,0.3389830508474576,2.2142929128877853,2.24866267803408,3.9688810546967974,-0.3142929128877938,4.54999999999999,0.5133422169477384,4.850000000000001,6.745829999999985,20,5.517518325671908,4.731056580227751,True,4.731056580227751,lofo_matched_cells_greedy_k4_per_column,0.9754755835521133,0.02452441644788672,0.02452441644788672,False,,0.328246177696116,0.2513428329019217
81,pathobench.exaone2025.cptac_coad.acvr2a-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2163362759336636,2.2236959696355285,4.450455348938555,-0.3163362759336721,2.299999999999997,0.0363755322027538,3.1499999999999915,3.4099799999999956,3,1.9440807017301154,1.8533420637640319,True,1.8533420637640319,lofo_matched_cells_greedy_k4_per_column,0.5883625599250911,0.4116374400749089,0.4116374400749089,False,,0.6499557991347945,0.4830062718562754
82,pathobench.exaone2025.cptac_pda.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.221233296350345,2.2236959696355285,4.494338921578531,-0.32123329635035347,0.20000000000000284,-10.106166481751567,0.29999999999999716,0.2965200000000042,7,1.0714226954590558,1.0714226954590558,False,1.0714226954590558,lofo_matched_cells_greedy_k4_per_column,,,,True,noise_floor,7.491006665150119,1.4747484415488041
83,pathobench.exaone2025.cptac_luad.tp53-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.222588676699946,2.235905354098648,4.514938092541316,-0.3225886766999544,3.0999999999999943,0.28303591074195167,3.549999999999997,4.596059999999992,7,4.728662074458597,3.949361358509222,True,3.949361358509222,lofo_matched_cells_greedy_k4_per_column,1.1124961573265424,-0.11249615732654239,-0.11249615732654239,False,,0.4835856530811064,0.6397266571707115
84,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,pathobench,macro-ovr-auc,7,0.11864406779661017,2.223132317477468,2.235905354098648,4.417759124866293,-0.3231323174774765,0.7999999999999972,-1.7789153968468447,1.5499999999999972,1.1860799999999958,1,2.982322422319754,2.243503657286766,True,2.243503657286766,lofo_matched_cells_greedy_k4_per_column,1.4474217143785613,-0.44742171437856126,-0.44742171437856126,False,,1.8743527565404323,0.876147923405149
85,pathobench.exaone2025.imp.grade,pathobench,macro-ovr-auc,7,0.11864406779661017,2.22317136848325,2.2330507688533885,4.417595491924392,-0.32317136848325845,0.10000000000000853,-21.231713684830602,0.15000000000000568,0.14826000000001263,7,0.2431374290661239,0.24285024566886193,True,0.24285024566886193,lofo_matched_cells_greedy_k4_per_column,,,,True,noise_floor,14.99508544774761,6.353241374140461
86,pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2237435868676556,2.2323274915998965,4.280963755520619,-0.32374358686766413,2.6500000000000057,0.16085147665371669,2.700000000000003,3.9288900000000084,8,2.6346361372629943,2.899767123694943,False,2.899767123694943,lofo_matched_cells_greedy_k4_per_column,1.0739878235907185,-0.07398782359071854,-0.07398782359071854,False,,0.565997924825498,0.5583511912838296
87,pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2237435868676556,2.236576613218837,4.296437386578506,-0.32374358686766413,3.5500000000000007,0.3735933558119281,4.399999999999995,5.263230000000001,7,4.454416481393615,5.259170695964102,False,5.259170695964102,lofo_matched_cells_greedy_k4_per_column,1.1952660672645699,-0.19526606726456985,-0.19526606726456985,False,,0.4225054931795979,0.3299054137828739
88,pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2237435868676556,2.2348736915697742,4.335864642093958,-0.32374358686766413,2.1000000000000014,-0.05892551755602571,2.250000000000007,3.113460000000002,2,5.899808220418777,4.871605297551895,True,4.871605297551895,lofo_matched_cells_greedy_k4_per_column,2.1651579100230576,-1.0,-1.1651579100230576,False,,0.7142354765655105,0.5078946664243653
89,pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2237435868676556,2.2359234092955447,4.518576032191378,-0.32374358686766413,1.3999999999999986,-0.5883882763340413,1.5,2.0756399999999977,8,1.697518703086054,1.2939570533679117,True,1.2939570533679117,lofo_matched_cells_greedy_k4_per_column,0.8626380355786077,0.13736196442139226,0.13736196442139226,False,,1.0713532148482676,0.9856721445658082
90,hest.hoptimus1report2025.ccrcc.gene_expression,hest,pearson_r,5,0.0847457627118644,2.2247898889097684,2.2325389529002706,4.421521070167422,-0.3247898889097769,0.29999999999999716,-6.415966296365965,0.5499999999999972,0.44477999999999573,5,0.5069640347601094,0.29621179196438163,True,0.29621179196438163,lofo_matched_cells_greedy_k4_per_column,,,,True,noise_floor,5.002000739488713,5.267342724966713
91,pathobench.exaone2025.cptac_hnsc.histologic-grade,pathobench,macro-ovr-auc,7,0.11864406779661017,2.225077107467918,2.232824255749165,4.478324797549927,-0.3250771074679264,2.0999999999999943,-0.05956052736567807,2.4000000000000057,3.1134599999999915,5,2.24616090811746,2.097689856436517,True,2.097689856436517,lofo_matched_cells_greedy_k4_per_column,0.8740374401818801,0.12596255981811988,0.12596255981811988,False,,0.7146637848142979,0.8339785245436341
92,hest.coad.gene_expression,hest,pearson_r,26,0.4406779661016949,2.225572028039423,2.2521732103596825,4.476515089377122,-0.3255720280394314,0.8649999999999984,-1.5729156393519386,1.014999999999997,1.2824489999999975,13,1.2547592353459365,1.0830440278494962,True,1.0830440278494962,lofo_matched_cells_greedy_k4_per_column,1.0670384510832507,-0.06703845108325068,-0.06703845108325068,False,,1.7354078236556987,1.485773960651866
93,eva.leaderboard.camelyon16_small.validation,eva,balanced_accuracy,15,0.2542372881355932,2.226228931034637,2.2519880989112053,4.335062003661458,-0.32622893103464534,2.5999999999999943,0.1437581034482147,3.0,3.8547599999999913,2,0.3543003201978152,1.9553928773244493,False,1.9553928773244493,lofo_matched_cells_greedy_k4_per_column,0.6517976257748165,0.3482023742251835,0.3482023742251835,False,,0.5775272471008939,0.5965301140080886
94,pathobench.exaone2025.cptac_ucec.pten-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2298029829003596,2.2418532719447555,4.467645362158759,-0.32980298290036814,3.299999999999997,0.3243021263938298,4.299999999999997,4.892579999999995,7,3.9949928508675896,3.9949928508675896,False,3.9949928508675896,lofo_matched_cells_greedy_k4_per_column,0.9290681048529285,0.07093189514707154,0.07093189514707154,False,,0.45575197194534617,0.4525930367027052
95,pathobench.exaone2025.cptac_lscc.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2298482790992153,2.2511484454737314,4.438175060969176,-0.3298482790992239,1.0999999999999943,-1.0271347991811153,1.2999999999999972,1.6308599999999915,5,2.431379672733101,2.431379672733101,False,2.431379672733101,lofo_matched_cells_greedy_k4_per_column,1.8702920559485432,-0.8702920559485432,-0.8702920559485432,False,,1.3672836902611059,0.6688712212702737
96,pathobench.threads2025.ovarian.response,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2312294911559185,2.2394490707508155,4.329531285273791,-0.33122949115592704,3.0,0.25625683628136053,3.3500000000000014,4.4478,6,4.923491304307841,7.6639656429802265,False,7.6639656429802265,lofo_matched_cells_greedy_k4_per_column,2.2877509382030516,-1.0,-1.2877509382030516,False,,0.5016478913521109,0.19397607317148532
97,pathobench.threads2025.bracs.slidelevel-fine,pathobench,bacc,8,0.13559322033898305,2.2339073538076875,2.240147158576047,4.353991931945361,-0.333907353807696,3.399999999999997,0.3429684253506795,4.799999999999995,5.040839999999995,8,3.6242196518286374,4.270626847294109,False,4.270626847294109,lofo_matched_cells_greedy_k4_per_column,0.8897139265196068,0.11028607348039321,0.11028607348039321,False,,0.4431617257853234,0.40927167017141886
98,pathobench.threads2025.cptac_pda.os,pathobench,cindex,8,0.13559322033898305,2.23543686932085,2.24280851499298,4.39247571766635,-0.3354368693208585,2.599999999999998,0.14021658872274934,2.9499999999999993,3.8547599999999966,2,6.069996660427506,6.988511493574624,False,6.988511493574624,lofo_matched_cells_greedy_k4_per_column,2.368986946974449,-1.0,-1.3689869469744491,False,,0.5799159660577706,0.4266157218570191
99,hest.lymph_idc.gene_expression,hest,pearson_r,26,0.4406779661016949,2.2358165374389714,2.272369676385914,4.4079796871479795,-0.3358165374389799,0.5650000000000013,-2.9571974113964004,0.567499999999999,0.8376690000000019,26,0.5727380439981893,0.5148655449596298,True,0.5148655449596298,lofo_matched_cells_greedy_k4_per_column,0.9072520616028734,0.09274793839712658,0.09274793839712658,False,,2.6690930874115746,2.8806236630627367
100,pathobench.exaone2025.cptac_coad.msi-h,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2359234092955447,2.247733192770312,4.463886017577009,-0.3359234092955532,1.5999999999999943,-0.3974521308097203,2.049999999999997,2.3721599999999916,6,1.5581943492667492,2.030106467152649,False,2.030106467152649,lofo_matched_cells_greedy_k4_per_column,0.9902958376354399,0.009704162364560065,0.009704162364560065,False,,0.9425685490420345,0.8023754501446869
101,pathobench.exaone2025.cptac_luad.os,pathobench,cindex,7,0.11864406779661017,2.2359234092955447,2.2511484454737314,4.440986630293268,-0.3359234092955532,1.8999999999999986,-0.17680179436607713,2.4499999999999957,2.8169399999999976,3,1.585722757798088,4.415549804472079,False,4.415549804472079,lofo_matched_cells_greedy_k4_per_column,1.8022652263151373,-0.8022652263151373,-0.8022652263151373,False,,0.7937419360353953,0.31346592598965556
102,pathobench.exaone2025.herroi.response,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2359234092955447,2.248192725244408,4.42456993230613,-0.3359234092955532,2.0,-0.11796170464777234,2.450000000000003,2.9652,7,4.074155870376046,3.1756623631531866,True,3.1756623631531866,lofo_matched_cells_greedy_k4_per_column,1.2961887196543604,-0.29618871965436044,-0.29618871965436044,False,,0.7540548392336249,0.6801513702600763
103,pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2359234092955447,2.2469994604356245,4.467194506291278,-0.3359234092955532,1.3500000000000014,-0.6562395624411426,1.4499999999999957,2.001510000000002,7,3.31143034614324,3.31143034614324,False,3.31143034614324,lofo_matched_cells_greedy_k4_per_column,2.2837450663056895,-1.0,-1.2837450663056895,False,,1.11711828034611,0.6252993549354833
104,pathobench.threads2025.ebrains.diagnosis-group,pathobench,bacc,8,0.13559322033898305,2.2387382600969303,2.2472496148047405,4.547843175359798,-0.33873826009693886,2.3000000000000114,0.026635539088295968,2.4000000000000057,3.409980000000017,5,2.6537480084473657,2.6537480084473657,False,2.6537480084473657,lofo_matched_cells_greedy_k4_per_column,1.1057283368530664,-0.10572833685306637,-0.10572833685306637,False,,0.6565253344878619,0.5878992975718417
105,pathobench.exaone2025.cptac_hnsc.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2417052326661207,2.2523583218081598,4.458745610121211,-0.3417052326661292,0.6000000000000014,-2.736175387776859,0.8999999999999986,0.889560000000002,3,1.576924617960259,1.576924617960259,False,1.576924617960259,lofo_matched_cells_greedy_k4_per_column,1.7521384644002904,-0.7521384644002904,-0.7521384644002904,False,,2.520015774839376,0.6364234682974231
106,pathorob.nature2026.camelyon.clustering_score,pathorob,clustering_score,20,0.3389830508474576,2.2420525568143646,2.2695447568378633,4.108136895472652,-0.3420525568143731,8.14875,0.7248593272815629,9.55995,12.081336749999998,11,16.869090784632057,20.612018592632452,False,20.612018592632452,lofo_matched_cells_greedy_k4_per_column,2.156080167012636,-1.0,-1.156080167012636,False,,0.18557984130476,0.11141216703443232
107,pathobench.exaone2025.mut-het-rcc.bap1-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2435449549830864,2.2633004752227777,4.515978382412925,-0.3435449549830949,1.3000000000000114,-0.7258038115254359,1.75,1.9273800000000167,5,1.2746788354823053,1.6218795555240746,False,1.6218795555240746,lofo_matched_cells_greedy_k4_per_column,0.9267883174423284,0.07321168255767163,0.07321168255767163,False,,1.164038723543394,1.3056553904696215
108,pathobench.exaone2025.cptac_coad.pik3ca-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2444819475551014,2.257732808605539,4.505255758953807,-0.34448194755510997,2.0999999999999943,-0.06880092740719412,2.8500000000000085,3.1134599999999915,7,3.115218364930442,3.115218364930442,False,3.115218364930442,lofo_matched_cells_greedy_k4_per_column,1.093059075414187,-0.0930590754141869,-0.0930590754141869,False,,0.7208963492561676,0.37521363280450704
109,pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,macro-ovr-auc,8,0.13559322033898305,2.2470244276522706,2.257777960929264,4.507220936349172,-0.34702442765227914,2.8500000000000014,0.21157037626236153,2.9000000000000057,4.225410000000002,8,3.0263335234810853,3.09360350227886,False,3.09360350227886,lofo_matched_cells_greedy_k4_per_column,1.0667598283720185,-0.06675982837201855,-0.06675982837201855,False,,0.531788495708646,0.7339974480797856
110,pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.247913503645986,2.2594392545631337,4.469828252473109,-0.3479135036459944,2.1000000000000014,-0.070435001736183,2.8000000000000043,3.113460000000002,7,3.5748505571080074,3.5706826878690947,True,3.5706826878690947,lofo_matched_cells_greedy_k4_per_column,1.2752438170961033,-0.27524381709610335,-0.27524381709610335,False,,0.7219985172913685,0.8851257987562343
111,pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.247913503645986,2.2571596469491126,4.349891543949283,-0.3479135036459944,5.949999999999999,0.6221994111519351,6.150000000000002,8.821469999999998,8,6.312216299954461,9.132907858306712,False,9.132907858306712,lofo_matched_cells_greedy_k4_per_column,1.485025668017351,-0.48502566801735103,-0.48502566801735103,False,,0.2548230061028362,0.21529625061699095
112,pathobench.exaone2025.bcnb.pr,pathobench,macro-ovr-auc,7,0.11864406779661017,2.248564306991767,2.2589999904655116,4.482416554024007,-0.34856430699177565,1.5,-0.49904287132784475,2.25,2.2239,6,1.7174309376722618,1.3492190548155776,True,1.3492190548155776,lofo_matched_cells_greedy_k4_per_column,0.5996529132513678,0.4003470867486322,0.4003470867486322,False,,1.011090564769894,1.3418196131407676
113,pathobench.exaone2025.ebrains.diagnosis,pathobench,macro-ovr-auc,7,0.11864406779661017,2.250113977572532,2.2583512026307915,4.508318830869746,-0.3501139775725406,0.19999999999998863,-10.2505698878633,0.3499999999999943,0.29651999999998313,7,0.43217522003114084,0.3341853836309099,True,0.3341853836309099,lofo_matched_cells_greedy_k4_per_column,,,,True,noise_floor,7.5884054282094295,5.837634068998307
114,pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,macro-ovr-auc,8,0.13559322033898305,2.250425928956819,2.262456634687034,4.3922732217845475,-0.35042592895682745,4.300000000000001,0.47664513280073983,5.099999999999998,6.37518,1,4.199074405707968,6.52795880934179,False,6.52795880934179,lofo_matched_cells_greedy_k4_per_column,1.2799919234003516,-0.2799919234003516,-0.2799919234003516,False,,0.3529980218530016,0.29047427933509795
115,pathobench.exaone2025.bc_therapy.residual-cancer-burden,pathobench,macro-ovr-auc,7,0.11864406779661017,2.250871970380107,2.256740838818189,4.459062068226717,-0.3508719703801155,1.2999999999999972,-0.7314399772154707,1.5499999999999972,1.9273799999999957,5,1.2757029388777283,1.3134985067581937,False,1.3134985067581937,lofo_matched_cells_greedy_k4_per_column,0.8474183914569007,0.15258160854309932,0.15258160854309932,False,,1.1678402652202016,1.0560543092407841
116,pathorob.nature2026.tolkach_esca.clustering_score,pathorob,clustering_score,20,0.3389830508474576,2.2515682721924684,2.281605650323499,4.3301412588003325,-0.3515682721924769,2.504399999999997,0.10095501030487497,2.940500000000007,3.7130234399999953,20,3.5746635989132187,3.679553399390045,False,3.679553399390045,lofo_matched_cells_greedy_k4_per_column,1.251335963064117,-0.251335963064117,-0.251335963064117,False,,0.6063975379030926,0.3651288682239591
117,pathobench.exaone2025.cptac_luad.immune-class,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2517533836409456,2.2645815625664483,4.40358328681902,-0.3517533836409541,1.9000000000000057,-0.18513335981102053,2.700000000000003,2.816940000000008,7,2.4276844651837948,3.598155634798033,False,3.598155634798033,lofo_matched_cells_greedy_k4_per_column,1.3326502351103813,-0.3326502351103813,-0.3326502351103813,False,,0.7993614999399842,0.6170144419207247
118,pathobench.exaone2025.bcnb.er,pathobench,macro-ovr-auc,7,0.11864406779661017,2.253448504896973,2.2661642214689977,4.453389732266567,-0.3534485048969813,1.5999999999999943,-0.4084053155606131,1.8000000000000114,2.3721599999999916,7,1.0857091602949538,1.0857091602949538,False,1.0857091602949538,lofo_matched_cells_greedy_k4_per_column,0.603171755719415,0.39682824428058505,0.39682824428058505,False,,0.9499563709433515,1.2747637877337732
119,pathobench.exaone2025.nadt.response,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2553547622194756,2.2661642214689977,4.4684408153163035,-0.35535476221948414,1.7999999999999972,-0.2529748678997106,2.299999999999997,2.6686799999999957,5,0.6924139922373271,2.5001082473968097,False,2.5001082473968097,lofo_matched_cells_greedy_k4_per_column,1.0870035858247011,-0.08700358582470114,-0.08700358582470114,False,,0.8451199702547624,0.7505096273351831
120,pathobench.exaone2025.hancook.perineural-invasion-pn,pathobench,macro-ovr-auc,7,0.11864406779661017,2.2569723822439123,2.2661642214689977,4.418062646334167,-0.3569723822439208,0.6999999999999886,-2.2242462603484983,1.1499999999999915,1.037819999999983,5,1.4751106846017166,1.3989177835679811,True,1.3989177835679811,lofo_matched_cells_greedy_k4_per_column,1.2164502465808622,-0.2164502465808622,-0.2164502465808622,False,,2.1747243088820305,1.6627559462866346
121,pathobench.exaone2025.cptac_brca.pik3ca-mutation,pathobench,macro-ovr-auc,7,0.11864406779661017,2.260442622982712,2.2748465355820287,4.4630379532761415,-0.36044262298272045,4.300000000000004,0.4743156690737884,5.25,6.375180000000006,4,5.1286482353454375,5.1286482353454375,False,5.1286482353454375,lofo_matched_cells_greedy_k4_per_column,0.9768853781610357,0.02311462183896429,0.02311462183896429,False,,0.3545692236113663,0.5294464405140049
122,pathobench.threads2025.cptac_hnsc.os,pathobench,cindex,8,0.13559322033898305,2.260947530430464,2.275031819844777,4.487445162749497,-0.36094753043047234,2.000000000000007,-0.1304737652152279,2.0500000000000043,2.9652000000000105,8,3.6262654988937406,3.6318337301727013,False,3.6318337301727013,lofo_matched_cells_greedy_k4_per_column,1.7716262098403384,-0.7716262098403384,-0.7716262098403384,False,,0.7624941084683852,0.4458817028443977
