source_task,base_evaluation_id,evaluation_id,metric,model_alias,value,reference_url,source_archive_sha256
cptac_luad_STK11_mutation,pathobench.cptac_luad.stk11-mutation,pathobench.exaone2025.cptac_luad.stk11-mutation,macro-ovr-auc,PRISM,0.854,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_STK11_mutation,pathobench.cptac_luad.stk11-mutation,pathobench.exaone2025.cptac_luad.stk11-mutation,macro-ovr-auc,TITAN,0.869,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_STK11_mutation,pathobench.cptac_luad.stk11-mutation,pathobench.exaone2025.cptac_luad.stk11-mutation,macro-ovr-auc,H-optimus-0,0.859,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_STK11_mutation,pathobench.cptac_luad.stk11-mutation,pathobench.exaone2025.cptac_luad.stk11-mutation,macro-ovr-auc,UNI2-h,0.859,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_STK11_mutation,pathobench.cptac_luad.stk11-mutation,pathobench.exaone2025.cptac_luad.stk11-mutation,macro-ovr-auc,EXAONE Path 2.5,0.839,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_TP53_mutation,pathobench.cptac_luad.tp53-mutation,pathobench.exaone2025.cptac_luad.tp53-mutation,macro-ovr-auc,CHIEF,0.672,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_TP53_mutation,pathobench.cptac_luad.tp53-mutation,pathobench.exaone2025.cptac_luad.tp53-mutation,macro-ovr-auc,GigaPath,0.687,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_TP53_mutation,pathobench.cptac_luad.tp53-mutation,pathobench.exaone2025.cptac_luad.tp53-mutation,macro-ovr-auc,PRISM,0.718,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_TP53_mutation,pathobench.cptac_luad.tp53-mutation,pathobench.exaone2025.cptac_luad.tp53-mutation,macro-ovr-auc,TITAN,0.740,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_TP53_mutation,pathobench.cptac_luad.tp53-mutation,pathobench.exaone2025.cptac_luad.tp53-mutation,macro-ovr-auc,H-optimus-0,0.678,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_TP53_mutation,pathobench.cptac_luad.tp53-mutation,pathobench.exaone2025.cptac_luad.tp53-mutation,macro-ovr-auc,UNI2-h,0.731,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_TP53_mutation,pathobench.cptac_luad.tp53-mutation,pathobench.exaone2025.cptac_luad.tp53-mutation,macro-ovr-auc,EXAONE Path 2.5,0.634,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ov_Immune_class,pathobench.cptac_ov.immune-class,pathobench.exaone2025.cptac_ov.immune-class,macro-ovr-auc,CHIEF,0.597,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ov_Immune_class,pathobench.cptac_ov.immune-class,pathobench.exaone2025.cptac_ov.immune-class,macro-ovr-auc,GigaPath,0.521,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ov_Immune_class,pathobench.cptac_ov.immune-class,pathobench.exaone2025.cptac_ov.immune-class,macro-ovr-auc,PRISM,0.558,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ov_Immune_class,pathobench.cptac_ov.immune-class,pathobench.exaone2025.cptac_ov.immune-class,macro-ovr-auc,TITAN,0.572,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ov_Immune_class,pathobench.cptac_ov.immune-class,pathobench.exaone2025.cptac_ov.immune-class,macro-ovr-auc,H-optimus-0,0.522,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ov_Immune_class,pathobench.cptac_ov.immune-class,pathobench.exaone2025.cptac_ov.immune-class,macro-ovr-auc,UNI2-h,0.509,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ov_Immune_class,pathobench.cptac_ov.immune-class,pathobench.exaone2025.cptac_ov.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.553,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_Immune_class,pathobench.cptac_pda.immune-class,pathobench.exaone2025.cptac_pda.immune-class,macro-ovr-auc,CHIEF,0.495,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_Immune_class,pathobench.cptac_pda.immune-class,pathobench.exaone2025.cptac_pda.immune-class,macro-ovr-auc,GigaPath,0.537,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_Immune_class,pathobench.cptac_pda.immune-class,pathobench.exaone2025.cptac_pda.immune-class,macro-ovr-auc,PRISM,0.544,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_Immune_class,pathobench.cptac_pda.immune-class,pathobench.exaone2025.cptac_pda.immune-class,macro-ovr-auc,TITAN,0.533,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_Immune_class,pathobench.cptac_pda.immune-class,pathobench.exaone2025.cptac_pda.immune-class,macro-ovr-auc,H-optimus-0,0.538,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_Immune_class,pathobench.cptac_pda.immune-class,pathobench.exaone2025.cptac_pda.immune-class,macro-ovr-auc,UNI2-h,0.534,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_Immune_class,pathobench.cptac_pda.immune-class,pathobench.exaone2025.cptac_pda.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.536,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_OS,pathobench.cptac_pda.os,pathobench.exaone2025.cptac_pda.os,cindex,CHIEF,0.546,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_OS,pathobench.cptac_pda.os,pathobench.exaone2025.cptac_pda.os,cindex,GigaPath,0.454,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_OS,pathobench.cptac_pda.os,pathobench.exaone2025.cptac_pda.os,cindex,PRISM,0.590,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_OS,pathobench.cptac_pda.os,pathobench.exaone2025.cptac_pda.os,cindex,TITAN,0.591,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_OS,pathobench.cptac_pda.os,pathobench.exaone2025.cptac_pda.os,cindex,H-optimus-0,0.490,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_OS,pathobench.cptac_pda.os,pathobench.exaone2025.cptac_pda.os,cindex,UNI2-h,0.457,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_OS,pathobench.cptac_pda.os,pathobench.exaone2025.cptac_pda.os,cindex,EXAONE Path 2.5,0.505,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_SMAD4_mutation,pathobench.cptac_pda.smad4-mutation,pathobench.exaone2025.cptac_pda.smad4-mutation,macro-ovr-auc,CHIEF,0.417,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_SMAD4_mutation,pathobench.cptac_pda.smad4-mutation,pathobench.exaone2025.cptac_pda.smad4-mutation,macro-ovr-auc,GigaPath,0.467,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_SMAD4_mutation,pathobench.cptac_pda.smad4-mutation,pathobench.exaone2025.cptac_pda.smad4-mutation,macro-ovr-auc,PRISM,0.568,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_SMAD4_mutation,pathobench.cptac_pda.smad4-mutation,pathobench.exaone2025.cptac_pda.smad4-mutation,macro-ovr-auc,TITAN,0.537,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_SMAD4_mutation,pathobench.cptac_pda.smad4-mutation,pathobench.exaone2025.cptac_pda.smad4-mutation,macro-ovr-auc,H-optimus-0,0.484,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_SMAD4_mutation,pathobench.cptac_pda.smad4-mutation,pathobench.exaone2025.cptac_pda.smad4-mutation,macro-ovr-auc,UNI2-h,0.416,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_pda_SMAD4_mutation,pathobench.cptac_pda.smad4-mutation,pathobench.exaone2025.cptac_pda.smad4-mutation,macro-ovr-auc,EXAONE Path 2.5,0.491,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_CTNNB1_mutation,pathobench.cptac_ucec.ctnnb1-mutation,pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,macro-ovr-auc,CHIEF,0.714,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_CTNNB1_mutation,pathobench.cptac_ucec.ctnnb1-mutation,pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,macro-ovr-auc,GigaPath,0.748,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_CTNNB1_mutation,pathobench.cptac_ucec.ctnnb1-mutation,pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,macro-ovr-auc,PRISM,0.718,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_CTNNB1_mutation,pathobench.cptac_ucec.ctnnb1-mutation,pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,macro-ovr-auc,TITAN,0.713,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_CTNNB1_mutation,pathobench.cptac_ucec.ctnnb1-mutation,pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,macro-ovr-auc,H-optimus-0,0.756,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_CTNNB1_mutation,pathobench.cptac_ucec.ctnnb1-mutation,pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,macro-ovr-auc,UNI2-h,0.748,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_CTNNB1_mutation,pathobench.cptac_ucec.ctnnb1-mutation,pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,macro-ovr-auc,EXAONE Path 2.5,0.767,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_Immune_class,pathobench.cptac_ucec.immune-class,pathobench.exaone2025.cptac_ucec.immune-class,macro-ovr-auc,CHIEF,0.569,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_Immune_class,pathobench.cptac_ucec.immune-class,pathobench.exaone2025.cptac_ucec.immune-class,macro-ovr-auc,GigaPath,0.572,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_Immune_class,pathobench.cptac_ucec.immune-class,pathobench.exaone2025.cptac_ucec.immune-class,macro-ovr-auc,PRISM,0.654,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_Immune_class,pathobench.cptac_ucec.immune-class,pathobench.exaone2025.cptac_ucec.immune-class,macro-ovr-auc,TITAN,0.679,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_Immune_class,pathobench.cptac_ucec.immune-class,pathobench.exaone2025.cptac_ucec.immune-class,macro-ovr-auc,H-optimus-0,0.582,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_Immune_class,pathobench.cptac_ucec.immune-class,pathobench.exaone2025.cptac_ucec.immune-class,macro-ovr-auc,UNI2-h,0.607,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_Immune_class,pathobench.cptac_ucec.immune-class,pathobench.exaone2025.cptac_ucec.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.587,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_PTEN_mutation,pathobench.cptac_ucec.pten-mutation,pathobench.exaone2025.cptac_ucec.pten-mutation,macro-ovr-auc,CHIEF,0.574,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_PTEN_mutation,pathobench.cptac_ucec.pten-mutation,pathobench.exaone2025.cptac_ucec.pten-mutation,macro-ovr-auc,GigaPath,0.620,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_PTEN_mutation,pathobench.cptac_ucec.pten-mutation,pathobench.exaone2025.cptac_ucec.pten-mutation,macro-ovr-auc,PRISM,0.691,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_PTEN_mutation,pathobench.cptac_ucec.pten-mutation,pathobench.exaone2025.cptac_ucec.pten-mutation,macro-ovr-auc,TITAN,0.633,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_PTEN_mutation,pathobench.cptac_ucec.pten-mutation,pathobench.exaone2025.cptac_ucec.pten-mutation,macro-ovr-auc,H-optimus-0,0.666,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_PTEN_mutation,pathobench.cptac_ucec.pten-mutation,pathobench.exaone2025.cptac_ucec.pten-mutation,macro-ovr-auc,UNI2-h,0.686,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ucec_PTEN_mutation,pathobench.cptac_ucec.pten-mutation,pathobench.exaone2025.cptac_ucec.pten-mutation,macro-ovr-auc,EXAONE Path 2.5,0.735,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis,pathobench.ebrains.diagnosis,pathobench.exaone2025.ebrains.diagnosis,macro-ovr-auc,CHIEF,0.975,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis,pathobench.ebrains.diagnosis,pathobench.exaone2025.ebrains.diagnosis,macro-ovr-auc,GigaPath,0.978,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis,pathobench.ebrains.diagnosis,pathobench.exaone2025.ebrains.diagnosis,macro-ovr-auc,PRISM,0.984,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis,pathobench.ebrains.diagnosis,pathobench.exaone2025.ebrains.diagnosis,macro-ovr-auc,TITAN,0.986,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis,pathobench.ebrains.diagnosis,pathobench.exaone2025.ebrains.diagnosis,macro-ovr-auc,H-optimus-0,0.985,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis,pathobench.ebrains.diagnosis,pathobench.exaone2025.ebrains.diagnosis,macro-ovr-auc,UNI2-h,0.985,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis,pathobench.ebrains.diagnosis,pathobench.exaone2025.ebrains.diagnosis,macro-ovr-auc,EXAONE Path 2.5,0.981,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis_group,pathobench.ebrains.diagnosis-group,pathobench.exaone2025.ebrains.diagnosis-group,macro-ovr-auc,CHIEF,0.985,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis_group,pathobench.ebrains.diagnosis-group,pathobench.exaone2025.ebrains.diagnosis-group,macro-ovr-auc,GigaPath,0.992,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis_group,pathobench.ebrains.diagnosis-group,pathobench.exaone2025.ebrains.diagnosis-group,macro-ovr-auc,PRISM,0.990,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis_group,pathobench.ebrains.diagnosis-group,pathobench.exaone2025.ebrains.diagnosis-group,macro-ovr-auc,TITAN,0.992,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis_group,pathobench.ebrains.diagnosis-group,pathobench.exaone2025.ebrains.diagnosis-group,macro-ovr-auc,H-optimus-0,0.995,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis_group,pathobench.ebrains.diagnosis-group,pathobench.exaone2025.ebrains.diagnosis-group,macro-ovr-auc,UNI2-h,0.994,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_diagnosis_group,pathobench.ebrains.diagnosis-group,pathobench.exaone2025.ebrains.diagnosis-group,macro-ovr-auc,EXAONE Path 2.5,0.994,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_idh_status,pathobench.ebrains.idh-status,pathobench.exaone2025.ebrains.idh-status,macro-ovr-auc,CHIEF,0.960,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_idh_status,pathobench.ebrains.idh-status,pathobench.exaone2025.ebrains.idh-status,macro-ovr-auc,GigaPath,0.981,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_idh_status,pathobench.ebrains.idh-status,pathobench.exaone2025.ebrains.idh-status,macro-ovr-auc,PRISM,0.987,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_idh_status,pathobench.ebrains.idh-status,pathobench.exaone2025.ebrains.idh-status,macro-ovr-auc,TITAN,0.982,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_idh_status,pathobench.ebrains.idh-status,pathobench.exaone2025.ebrains.idh-status,macro-ovr-auc,H-optimus-0,0.983,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_idh_status,pathobench.ebrains.idh-status,pathobench.exaone2025.ebrains.idh-status,macro-ovr-auc,UNI2-h,0.983,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
ebrains_idh_status,pathobench.ebrains.idh-status,pathobench.exaone2025.ebrains.idh-status,macro-ovr-auc,EXAONE Path 2.5,0.984,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_Keratinizing,pathobench.hancook.grading-scc-conventional-keratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,macro-ovr-auc,CHIEF,0.725,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_Keratinizing,pathobench.hancook.grading-scc-conventional-keratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,macro-ovr-auc,GigaPath,0.683,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_Keratinizing,pathobench.hancook.grading-scc-conventional-keratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,macro-ovr-auc,PRISM,0.651,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_Keratinizing,pathobench.hancook.grading-scc-conventional-keratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,macro-ovr-auc,TITAN,0.722,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_Keratinizing,pathobench.hancook.grading-scc-conventional-keratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,macro-ovr-auc,H-optimus-0,0.702,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_Keratinizing,pathobench.hancook.grading-scc-conventional-keratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,macro-ovr-auc,UNI2-h,0.722,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_Keratinizing,pathobench.hancook.grading-scc-conventional-keratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,macro-ovr-auc,EXAONE Path 2.5,0.717,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_NonKeratinizing,pathobench.hancook.grading-scc-conventional-nonkeratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,macro-ovr-auc,CHIEF,0.679,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_NonKeratinizing,pathobench.hancook.grading-scc-conventional-nonkeratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,macro-ovr-auc,GigaPath,0.642,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_NonKeratinizing,pathobench.hancook.grading-scc-conventional-nonkeratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,macro-ovr-auc,PRISM,0.437,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_NonKeratinizing,pathobench.hancook.grading-scc-conventional-nonkeratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,macro-ovr-auc,TITAN,0.710,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_NonKeratinizing,pathobench.hancook.grading-scc-conventional-nonkeratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,macro-ovr-auc,H-optimus-0,0.721,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_NonKeratinizing,pathobench.hancook.grading-scc-conventional-nonkeratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,macro-ovr-auc,UNI2-h,0.727,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_grading_SCC_Conventional_NonKeratinizing,pathobench.hancook.grading-scc-conventional-nonkeratinizing,pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,macro-ovr-auc,EXAONE Path 2.5,0.722,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_lymphovascular_invasion_L,pathobench.hancook.lymphovascular-invasion-l,pathobench.exaone2025.hancook.lymphovascular-invasion-l,macro-ovr-auc,CHIEF,0.647,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
