source_task,base_evaluation_id,evaluation_id,metric,model_alias,value,reference_url,source_archive_sha256
cptac_ccrcc_Immune_class,pathobench.cptac_ccrcc.immune-class,pathobench.exaone2025.cptac_ccrcc.immune-class,macro-ovr-auc,H-optimus-0,0.572,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_Immune_class,pathobench.cptac_ccrcc.immune-class,pathobench.exaone2025.cptac_ccrcc.immune-class,macro-ovr-auc,UNI2-h,0.582,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_Immune_class,pathobench.cptac_ccrcc.immune-class,pathobench.exaone2025.cptac_ccrcc.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.590,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_OS,pathobench.cptac_ccrcc.os,pathobench.exaone2025.cptac_ccrcc.os,cindex,CHIEF,0.435,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_OS,pathobench.cptac_ccrcc.os,pathobench.exaone2025.cptac_ccrcc.os,cindex,GigaPath,0.507,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_OS,pathobench.cptac_ccrcc.os,pathobench.exaone2025.cptac_ccrcc.os,cindex,PRISM,0.571,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_OS,pathobench.cptac_ccrcc.os,pathobench.exaone2025.cptac_ccrcc.os,cindex,TITAN,0.482,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_OS,pathobench.cptac_ccrcc.os,pathobench.exaone2025.cptac_ccrcc.os,cindex,H-optimus-0,0.614,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_OS,pathobench.cptac_ccrcc.os,pathobench.exaone2025.cptac_ccrcc.os,cindex,UNI2-h,0.378,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_OS,pathobench.cptac_ccrcc.os,pathobench.exaone2025.cptac_ccrcc.os,cindex,EXAONE Path 2.5,0.554,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_PBRM1_mutation,pathobench.cptac_ccrcc.pbrm1-mutation,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,macro-ovr-auc,CHIEF,0.470,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_PBRM1_mutation,pathobench.cptac_ccrcc.pbrm1-mutation,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,macro-ovr-auc,GigaPath,0.481,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_PBRM1_mutation,pathobench.cptac_ccrcc.pbrm1-mutation,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,macro-ovr-auc,PRISM,0.504,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_PBRM1_mutation,pathobench.cptac_ccrcc.pbrm1-mutation,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,macro-ovr-auc,TITAN,0.528,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_PBRM1_mutation,pathobench.cptac_ccrcc.pbrm1-mutation,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,macro-ovr-auc,H-optimus-0,0.447,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_PBRM1_mutation,pathobench.cptac_ccrcc.pbrm1-mutation,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,macro-ovr-auc,UNI2-h,0.473,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_PBRM1_mutation,pathobench.cptac_ccrcc.pbrm1-mutation,pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,macro-ovr-auc,EXAONE Path 2.5,0.454,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_VHL_mutation,pathobench.cptac_ccrcc.vhl-mutation,pathobench.exaone2025.cptac_ccrcc.vhl-mutation,macro-ovr-auc,CHIEF,0.561,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_VHL_mutation,pathobench.cptac_ccrcc.vhl-mutation,pathobench.exaone2025.cptac_ccrcc.vhl-mutation,macro-ovr-auc,GigaPath,0.602,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_VHL_mutation,pathobench.cptac_ccrcc.vhl-mutation,pathobench.exaone2025.cptac_ccrcc.vhl-mutation,macro-ovr-auc,PRISM,0.462,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_VHL_mutation,pathobench.cptac_ccrcc.vhl-mutation,pathobench.exaone2025.cptac_ccrcc.vhl-mutation,macro-ovr-auc,TITAN,0.522,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_VHL_mutation,pathobench.cptac_ccrcc.vhl-mutation,pathobench.exaone2025.cptac_ccrcc.vhl-mutation,macro-ovr-auc,H-optimus-0,0.486,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_VHL_mutation,pathobench.cptac_ccrcc.vhl-mutation,pathobench.exaone2025.cptac_ccrcc.vhl-mutation,macro-ovr-auc,UNI2-h,0.459,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_ccrcc_VHL_mutation,pathobench.cptac_ccrcc.vhl-mutation,pathobench.exaone2025.cptac_ccrcc.vhl-mutation,macro-ovr-auc,EXAONE Path 2.5,0.524,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ACVR2A_mutation,pathobench.cptac_coad.acvr2a-mutation,pathobench.exaone2025.cptac_coad.acvr2a-mutation,macro-ovr-auc,CHIEF,0.762,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ACVR2A_mutation,pathobench.cptac_coad.acvr2a-mutation,pathobench.exaone2025.cptac_coad.acvr2a-mutation,macro-ovr-auc,GigaPath,0.702,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ACVR2A_mutation,pathobench.cptac_coad.acvr2a-mutation,pathobench.exaone2025.cptac_coad.acvr2a-mutation,macro-ovr-auc,PRISM,0.725,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ACVR2A_mutation,pathobench.cptac_coad.acvr2a-mutation,pathobench.exaone2025.cptac_coad.acvr2a-mutation,macro-ovr-auc,TITAN,0.802,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ACVR2A_mutation,pathobench.cptac_coad.acvr2a-mutation,pathobench.exaone2025.cptac_coad.acvr2a-mutation,macro-ovr-auc,H-optimus-0,0.779,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ACVR2A_mutation,pathobench.cptac_coad.acvr2a-mutation,pathobench.exaone2025.cptac_coad.acvr2a-mutation,macro-ovr-auc,UNI2-h,0.798,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ACVR2A_mutation,pathobench.cptac_coad.acvr2a-mutation,pathobench.exaone2025.cptac_coad.acvr2a-mutation,macro-ovr-auc,EXAONE Path 2.5,0.849,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_APC_mutation,pathobench.cptac_coad.apc-mutation,pathobench.exaone2025.cptac_coad.apc-mutation,macro-ovr-auc,CHIEF,0.613,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_APC_mutation,pathobench.cptac_coad.apc-mutation,pathobench.exaone2025.cptac_coad.apc-mutation,macro-ovr-auc,GigaPath,0.713,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_APC_mutation,pathobench.cptac_coad.apc-mutation,pathobench.exaone2025.cptac_coad.apc-mutation,macro-ovr-auc,PRISM,0.694,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_APC_mutation,pathobench.cptac_coad.apc-mutation,pathobench.exaone2025.cptac_coad.apc-mutation,macro-ovr-auc,TITAN,0.748,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_APC_mutation,pathobench.cptac_coad.apc-mutation,pathobench.exaone2025.cptac_coad.apc-mutation,macro-ovr-auc,H-optimus-0,0.702,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_APC_mutation,pathobench.cptac_coad.apc-mutation,pathobench.exaone2025.cptac_coad.apc-mutation,macro-ovr-auc,UNI2-h,0.722,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_APC_mutation,pathobench.cptac_coad.apc-mutation,pathobench.exaone2025.cptac_coad.apc-mutation,macro-ovr-auc,EXAONE Path 2.5,0.781,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ARID1A_mutation,pathobench.cptac_coad.arid1a-mutation,pathobench.exaone2025.cptac_coad.arid1a-mutation,macro-ovr-auc,CHIEF,0.777,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ARID1A_mutation,pathobench.cptac_coad.arid1a-mutation,pathobench.exaone2025.cptac_coad.arid1a-mutation,macro-ovr-auc,GigaPath,0.783,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ARID1A_mutation,pathobench.cptac_coad.arid1a-mutation,pathobench.exaone2025.cptac_coad.arid1a-mutation,macro-ovr-auc,PRISM,0.764,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ARID1A_mutation,pathobench.cptac_coad.arid1a-mutation,pathobench.exaone2025.cptac_coad.arid1a-mutation,macro-ovr-auc,TITAN,0.754,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ARID1A_mutation,pathobench.cptac_coad.arid1a-mutation,pathobench.exaone2025.cptac_coad.arid1a-mutation,macro-ovr-auc,H-optimus-0,0.792,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ARID1A_mutation,pathobench.cptac_coad.arid1a-mutation,pathobench.exaone2025.cptac_coad.arid1a-mutation,macro-ovr-auc,UNI2-h,0.745,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_ARID1A_mutation,pathobench.cptac_coad.arid1a-mutation,pathobench.exaone2025.cptac_coad.arid1a-mutation,macro-ovr-auc,EXAONE Path 2.5,0.806,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_Immune_class,pathobench.cptac_coad.immune-class,pathobench.exaone2025.cptac_coad.immune-class,macro-ovr-auc,CHIEF,0.590,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_Immune_class,pathobench.cptac_coad.immune-class,pathobench.exaone2025.cptac_coad.immune-class,macro-ovr-auc,GigaPath,0.631,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_Immune_class,pathobench.cptac_coad.immune-class,pathobench.exaone2025.cptac_coad.immune-class,macro-ovr-auc,PRISM,0.629,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_Immune_class,pathobench.cptac_coad.immune-class,pathobench.exaone2025.cptac_coad.immune-class,macro-ovr-auc,TITAN,0.592,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_Immune_class,pathobench.cptac_coad.immune-class,pathobench.exaone2025.cptac_coad.immune-class,macro-ovr-auc,H-optimus-0,0.593,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_Immune_class,pathobench.cptac_coad.immune-class,pathobench.exaone2025.cptac_coad.immune-class,macro-ovr-auc,UNI2-h,0.613,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_Immune_class,pathobench.cptac_coad.immune-class,pathobench.exaone2025.cptac_coad.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.630,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_KRAS_mutation,pathobench.cptac_coad.kras-mutation,pathobench.exaone2025.cptac_coad.kras-mutation,macro-ovr-auc,CHIEF,0.687,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_KRAS_mutation,pathobench.cptac_coad.kras-mutation,pathobench.exaone2025.cptac_coad.kras-mutation,macro-ovr-auc,GigaPath,0.671,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_KRAS_mutation,pathobench.cptac_coad.kras-mutation,pathobench.exaone2025.cptac_coad.kras-mutation,macro-ovr-auc,PRISM,0.609,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_KRAS_mutation,pathobench.cptac_coad.kras-mutation,pathobench.exaone2025.cptac_coad.kras-mutation,macro-ovr-auc,TITAN,0.607,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_KRAS_mutation,pathobench.cptac_coad.kras-mutation,pathobench.exaone2025.cptac_coad.kras-mutation,macro-ovr-auc,H-optimus-0,0.622,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_KRAS_mutation,pathobench.cptac_coad.kras-mutation,pathobench.exaone2025.cptac_coad.kras-mutation,macro-ovr-auc,UNI2-h,0.679,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_KRAS_mutation,pathobench.cptac_coad.kras-mutation,pathobench.exaone2025.cptac_coad.kras-mutation,macro-ovr-auc,EXAONE Path 2.5,0.652,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_MSI_H,pathobench.cptac_coad.msi-h,pathobench.exaone2025.cptac_coad.msi-h,macro-ovr-auc,CHIEF,0.844,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_MSI_H,pathobench.cptac_coad.msi-h,pathobench.exaone2025.cptac_coad.msi-h,macro-ovr-auc,GigaPath,0.849,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_MSI_H,pathobench.cptac_coad.msi-h,pathobench.exaone2025.cptac_coad.msi-h,macro-ovr-auc,PRISM,0.859,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_MSI_H,pathobench.cptac_coad.msi-h,pathobench.exaone2025.cptac_coad.msi-h,macro-ovr-auc,TITAN,0.875,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_MSI_H,pathobench.cptac_coad.msi-h,pathobench.exaone2025.cptac_coad.msi-h,macro-ovr-auc,H-optimus-0,0.885,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_MSI_H,pathobench.cptac_coad.msi-h,pathobench.exaone2025.cptac_coad.msi-h,macro-ovr-auc,UNI2-h,0.884,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_MSI_H,pathobench.cptac_coad.msi-h,pathobench.exaone2025.cptac_coad.msi-h,macro-ovr-auc,EXAONE Path 2.5,0.933,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_PIK3CA_mutation,pathobench.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,macro-ovr-auc,CHIEF,0.643,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_PIK3CA_mutation,pathobench.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,macro-ovr-auc,GigaPath,0.705,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_PIK3CA_mutation,pathobench.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,macro-ovr-auc,PRISM,0.510,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_PIK3CA_mutation,pathobench.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,macro-ovr-auc,TITAN,0.647,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_PIK3CA_mutation,pathobench.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,macro-ovr-auc,H-optimus-0,0.688,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_PIK3CA_mutation,pathobench.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,macro-ovr-auc,UNI2-h,0.668,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_PIK3CA_mutation,pathobench.cptac_coad.pik3ca-mutation,pathobench.exaone2025.cptac_coad.pik3ca-mutation,macro-ovr-auc,EXAONE Path 2.5,0.675,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_SETD1B_mutation,pathobench.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,macro-ovr-auc,CHIEF,0.711,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_SETD1B_mutation,pathobench.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,macro-ovr-auc,GigaPath,0.707,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_SETD1B_mutation,pathobench.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,macro-ovr-auc,PRISM,0.732,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_SETD1B_mutation,pathobench.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,macro-ovr-auc,TITAN,0.798,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_SETD1B_mutation,pathobench.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,macro-ovr-auc,H-optimus-0,0.790,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_SETD1B_mutation,pathobench.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,macro-ovr-auc,UNI2-h,0.808,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_SETD1B_mutation,pathobench.cptac_coad.setd1b-mutation,pathobench.exaone2025.cptac_coad.setd1b-mutation,macro-ovr-auc,EXAONE Path 2.5,0.901,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_TP53_mutation,pathobench.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,macro-ovr-auc,CHIEF,0.664,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_TP53_mutation,pathobench.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,macro-ovr-auc,GigaPath,0.644,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_TP53_mutation,pathobench.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,macro-ovr-auc,PRISM,0.675,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_TP53_mutation,pathobench.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,macro-ovr-auc,TITAN,0.714,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_TP53_mutation,pathobench.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,macro-ovr-auc,H-optimus-0,0.718,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_TP53_mutation,pathobench.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,macro-ovr-auc,UNI2-h,0.734,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_coad_TP53_mutation,pathobench.cptac_coad.tp53-mutation,pathobench.exaone2025.cptac_coad.tp53-mutation,macro-ovr-auc,EXAONE Path 2.5,0.770,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_EGFR_mutation,pathobench.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,macro-ovr-auc,CHIEF,0.734,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_EGFR_mutation,pathobench.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,macro-ovr-auc,GigaPath,0.629,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_EGFR_mutation,pathobench.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,macro-ovr-auc,PRISM,0.659,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_EGFR_mutation,pathobench.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,macro-ovr-auc,TITAN,0.747,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_EGFR_mutation,pathobench.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,macro-ovr-auc,H-optimus-0,0.562,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_EGFR_mutation,pathobench.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,macro-ovr-auc,UNI2-h,0.619,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_EGFR_mutation,pathobench.cptac_gbm.egfr-mutation,pathobench.exaone2025.cptac_gbm.egfr-mutation,macro-ovr-auc,EXAONE Path 2.5,0.613,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_Immune_class,pathobench.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,macro-ovr-auc,CHIEF,0.644,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_Immune_class,pathobench.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,macro-ovr-auc,GigaPath,0.607,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
