source_id,table,dataset_id,task_name,metric,protocol,model_alias,value,uncertainty,reference_url,source_locator,source_sha256,quarantine_reason,notes
virchow2g2024,Table 1,panmsk,PanMSK 20x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow2G CLS+Mean,0.966,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2G|embedding=CLS+Mean|task=PanMSK 20x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 10x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow2G CLS+Mean,0.971,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2G|embedding=CLS+Mean|task=PanMSK 10x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 5x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow2G CLS+Mean,0.975,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2G|embedding=CLS+Mean|task=PanMSK 5x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 20x,weighted_f1,virchow2_linear_probe_cls-only,Virchow2G CLS-Only,0.966,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2G|embedding=CLS-Only|task=PanMSK 20x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 10x,weighted_f1,virchow2_linear_probe_cls-only,Virchow2G CLS-Only,0.972,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2G|embedding=CLS-Only|task=PanMSK 10x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 5x,weighted_f1,virchow2_linear_probe_cls-only,Virchow2G CLS-Only,0.975,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2G|embedding=CLS-Only|task=PanMSK 5x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 20x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow2 CLS+Mean,0.964,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2|embedding=CLS+Mean|task=PanMSK 20x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 10x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow2 CLS+Mean,0.966,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2|embedding=CLS+Mean|task=PanMSK 10x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 5x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow2 CLS+Mean,0.967,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2|embedding=CLS+Mean|task=PanMSK 5x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 20x,weighted_f1,virchow2_linear_probe_cls-only,Virchow2 CLS-Only,0.964,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2|embedding=CLS-Only|task=PanMSK 20x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 10x,weighted_f1,virchow2_linear_probe_cls-only,Virchow2 CLS-Only,0.967,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2|embedding=CLS-Only|task=PanMSK 10x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 5x,weighted_f1,virchow2_linear_probe_cls-only,Virchow2 CLS-Only,0.968,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow2|embedding=CLS-Only|task=PanMSK 5x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 20x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow CLS+Mean,0.950,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow|embedding=CLS+Mean|task=PanMSK 20x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 10x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow CLS+Mean,0.948,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow|embedding=CLS+Mean|task=PanMSK 10x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 5x,weighted_f1,virchow2_linear_probe_cls-mean,Virchow CLS+Mean,0.933,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow|embedding=CLS+Mean|task=PanMSK 5x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 20x,weighted_f1,virchow2_linear_probe_cls-only,Virchow CLS-Only,0.950,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow|embedding=CLS-Only|task=PanMSK 20x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 10x,weighted_f1,virchow2_linear_probe_cls-only,Virchow CLS-Only,0.949,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow|embedding=CLS-Only|task=PanMSK 10x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,panmsk,PanMSK 5x,weighted_f1,virchow2_linear_probe_cls-only,Virchow CLS-Only,0.924,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|table=1|model=Virchow|embedding=CLS-Only|task=PanMSK 5x,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,internal_private_cohort,PanMSK is sourced from MSKCC and is not a downloadable public benchmark artifact.
virchow2g2024,Table 1,aggregate,PanMSK average,aggregate,virchow2g_cls-mean,Virchow2G CLS+Mean,0.970,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 1|model=Virchow2G|embedding=CLS+Mean|aggregate=PanMSK average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 2,aggregate,OOD average,aggregate,virchow2g_cls-mean,Virchow2G CLS+Mean,0.894,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 2|model=Virchow2G|embedding=CLS+Mean|aggregate=OOD average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 3,aggregate,HEST average,aggregate,virchow2g_cls-mean,Virchow2G CLS+Mean,0.349,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 3|model=Virchow2G|embedding=CLS+Mean|aggregate=HEST average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 1,aggregate,PanMSK average,aggregate,virchow2g_cls-only,Virchow2G CLS-Only,0.971,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 1|model=Virchow2G|embedding=CLS-Only|aggregate=PanMSK average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 2,aggregate,OOD average,aggregate,virchow2g_cls-only,Virchow2G CLS-Only,0.887,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 2|model=Virchow2G|embedding=CLS-Only|aggregate=OOD average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 3,aggregate,HEST average,aggregate,virchow2g_cls-only,Virchow2G CLS-Only,0.339,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 3|model=Virchow2G|embedding=CLS-Only|aggregate=HEST average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 1,aggregate,PanMSK average,aggregate,virchow2g_cls-mean,Virchow2 CLS+Mean,0.966,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 1|model=Virchow2|embedding=CLS+Mean|aggregate=PanMSK average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 2,aggregate,OOD average,aggregate,virchow2g_cls-mean,Virchow2 CLS+Mean,0.885,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 2|model=Virchow2|embedding=CLS+Mean|aggregate=OOD average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 3,aggregate,HEST average,aggregate,virchow2g_cls-mean,Virchow2 CLS+Mean,0.340,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 3|model=Virchow2|embedding=CLS+Mean|aggregate=HEST average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 1,aggregate,PanMSK average,aggregate,virchow2g_cls-only,Virchow2 CLS-Only,0.966,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 1|model=Virchow2|embedding=CLS-Only|aggregate=PanMSK average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 2,aggregate,OOD average,aggregate,virchow2g_cls-only,Virchow2 CLS-Only,0.886,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 2|model=Virchow2|embedding=CLS-Only|aggregate=OOD average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 3,aggregate,HEST average,aggregate,virchow2g_cls-only,Virchow2 CLS-Only,0.344,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 3|model=Virchow2|embedding=CLS-Only|aggregate=HEST average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 1,aggregate,PanMSK average,aggregate,virchow2g_cls-mean,Virchow CLS+Mean,0.944,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 1|model=Virchow|embedding=CLS+Mean|aggregate=PanMSK average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 2,aggregate,OOD average,aggregate,virchow2g_cls-mean,Virchow CLS+Mean,0.877,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 2|model=Virchow|embedding=CLS+Mean|aggregate=OOD average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 3,aggregate,HEST average,aggregate,virchow2g_cls-mean,Virchow CLS+Mean,0.344,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 3|model=Virchow|embedding=CLS+Mean|aggregate=HEST average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 1,aggregate,PanMSK average,aggregate,virchow2g_cls-only,Virchow CLS-Only,0.941,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 1|model=Virchow|embedding=CLS-Only|aggregate=PanMSK average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 2,aggregate,OOD average,aggregate,virchow2g_cls-only,Virchow CLS-Only,0.867,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 2|model=Virchow|embedding=CLS-Only|aggregate=OOD average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
virchow2g2024,Table 3,aggregate,HEST average,aggregate,virchow2g_cls-only,Virchow CLS-Only,0.334,not_reported,https://arxiv.org/pdf/2408.00738,paper=Virchow2|Table 3|model=Virchow|embedding=CLS-Only|aggregate=HEST average,41054dcfa720f5da2c933cb2a711c9d4618689a990513236b256652865418125,aggregate_not_leaf_task,Reported mean is retained for audit only and excluded from the model-by-task matrix.
provgigapath2024,Supplementary Table 2,prov-path,NSCLC Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.756,standard_error=0.010,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=NSCLC Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,BRCA Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.899,standard_error=0.015,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=BRCA Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,RCC Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.953,standard_error=0.007,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=RCC Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,COADREAD Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.834,standard_error=0.009,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=COADREAD Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,HB Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.905,standard_error=0.015,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=HB Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,DIFG Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.970,standard_error=0.003,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=DIFG Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,OVT Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.978,standard_error=0.003,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=OVT Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,CNS Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.956,standard_error=0.003,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=CNS Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,EGC Typing,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.874,standard_error=0.011,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=EGC Typing|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,Pan EGFR,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.675,standard_error=0.011,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=Pan EGFR|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,Pan FAT1,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.648,standard_error=0.008,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=Pan FAT1|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,Pan KRAS,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.775,standard_error=0.004,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=Pan KRAS|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,Pan LRP1B,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.678,standard_error=0.006,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=Pan LRP1B|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,Pan TP53,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.724,standard_error=0.006,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=Pan TP53|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,LUAD EGFR,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.543,standard_error=0.011,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=LUAD EGFR|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,LUAD FAT1,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.712,standard_error=0.012,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=LUAD FAT1|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,LUAD KRAS,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.547,standard_error=0.008,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=LUAD KRAS|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,LUAD LRP1B,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.688,standard_error=0.014,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=LUAD LRP1B|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,prov-path,LUAD TP53,auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.638,standard_error=0.015,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=LUAD TP53|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,internal_private_cohort_and_finetuning,Providence/Prov-Path cohort is not a downloadable benchmark and uses task-specific slide-encoder fine-tuning.
provgigapath2024,Supplementary Table 2,tcga-luad,LUAD EGFR (TCGA),auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.766,standard_error=0.012,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=LUAD EGFR (TCGA)|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,task_specific_finetuning,"Public TCGA cohort, but the paper fine-tunes the slide encoder for each downstream task."
provgigapath2024,Supplementary Table 2,tcga-luad,LUAD FAT1 (TCGA),auroc,task_specific_slide_encoder_finetuning,Prov-GigaPath slide encoder,0.552,standard_error=0.021,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41586-024-07441-w/MediaObjects/41586_2024_7441_MOESM1_ESM.pdf,paper=Prov-GigaPath|supplementary_table=2|task=LUAD FAT1 (TCGA)|model=Prov-GigaPath,b8279191eb635a60edd51621eab931f04d8d75b7af291794d8b91b58f73b866b,task_specific_finetuning,"Public TCGA cohort, but the paper fine-tunes the slide encoder for each downstream task."
