"source_id","source_revision","source_sha256","source_locator","model_alias","model_id","evaluation_id","dataset_id","task_family","metric","value","uncertainty","embedding_recipe","protocol","reference_url","disposition","disposition_reason"
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=paad","UNI","uni","hest.hoptimus1report2025.paad.gene_expression","paad","spatial_transcriptomics","pearson_r",".481","standard_deviation=.070","cls_token","Exact HEST procedure; CLS-token embedding; Pearson correlation.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","accepted_public_leaf","Public HEST leaf cell under the report-version protocol."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=skcm","UNI","uni","hest.hoptimus1report2025.skcm.gene_expression","skcm","spatial_transcriptomics","pearson_r",".635","standard_deviation=.040","cls_token","Exact HEST procedure; CLS-token embedding; Pearson correlation.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","accepted_public_leaf","Public HEST leaf cell under the report-version protocol."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=coad","UNI","uni","hest.hoptimus1report2025.coad.gene_expression","coad","spatial_transcriptomics","pearson_r",".262","standard_deviation=.030","cls_token","Exact HEST procedure; CLS-token embedding; Pearson correlation.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","accepted_public_leaf","Public HEST leaf cell under the report-version protocol."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=read","UNI","uni","hest.hoptimus1report2025.read.gene_expression","read","spatial_transcriptomics","pearson_r",".184","standard_deviation=.050","cls_token","Exact HEST procedure; CLS-token embedding; Pearson correlation.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","accepted_public_leaf","Public HEST leaf cell under the report-version protocol."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=ccrcc","UNI","uni","hest.hoptimus1report2025.ccrcc.gene_expression","ccrcc","spatial_transcriptomics","pearson_r",".238","standard_deviation=.120","cls_token","Exact HEST procedure; CLS-token embedding; Pearson correlation.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","accepted_public_leaf","Public HEST leaf cell under the report-version protocol."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=lung","UNI","uni","hest.hoptimus1report2025.lung.gene_expression","lung","spatial_transcriptomics","pearson_r",".546","standard_deviation=.020","cls_token","Exact HEST procedure; CLS-token embedding; Pearson correlation.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","accepted_public_leaf","Public HEST leaf cell under the report-version protocol."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=lymph_idc","UNI","uni","hest.hoptimus1report2025.lymph_idc.gene_expression","lymph_idc","spatial_transcriptomics","pearson_r",".256","standard_deviation=.040","cls_token","Exact HEST procedure; CLS-token embedding; Pearson correlation.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","accepted_public_leaf","Public HEST leaf cell under the report-version protocol."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=H-optimus-1|column=Average","H-optimus-1","h-optimus-1","hest.hoptimus1report2025.aggregate.mean","aggregate","aggregate","mean_pearson_r",".422","not_reported","cls_token","Reported mean across nine HEST tasks.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","excluded_derived_aggregate","Derived mean is not an independent task."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI2-h|column=Average","UNI2-h","uni2-h","hest.hoptimus1report2025.aggregate.mean","aggregate","aggregate","mean_pearson_r",".413","not_reported","cls_token","Reported mean across nine HEST tasks.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","excluded_derived_aggregate","Derived mean is not an independent task."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=Virchow2|column=Average","Virchow2","virchow-2","hest.hoptimus1report2025.aggregate.mean","aggregate","aggregate","mean_pearson_r",".396","not_reported","cls_token","Reported mean across nine HEST tasks.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","excluded_derived_aggregate","Derived mean is not an independent task."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=H-optimus-0|column=Average","H-optimus-0","h-optimus-0","hest.hoptimus1report2025.aggregate.mean","aggregate","aggregate","mean_pearson_r",".413","not_reported","cls_token","Reported mean across nine HEST tasks.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","excluded_derived_aggregate","Derived mean is not an independent task."
"hoptimus1_official_report","published:2025-04-01","a46ad75f2194ac2700eedfde6cef0edde5b56ff59438fa724cf53e4adc997bf3","Table 1|model=UNI|column=Average","UNI","uni","hest.hoptimus1report2025.aggregate.mean","aggregate","aggregate","mean_pearson_r",".385","not_reported","cls_token","Reported mean across nine HEST tasks.","https://www.bioptimus.com/news/bioptimus-launches-h-optimus-1","excluded_derived_aggregate","Derived mean is not an independent task."
