evaluation_id,suite_id,dataset_id,task_family,target,sample_unit,task_type,sample_count,sample_count_status,metric,n_observed_models,allowlisted_low_friction_proxy,reference_url
pathobench.threads2025.ebrains.diagnosis,pathobench,ebrains,morphological_subtyping,diagnosis,slide,classification,2319,source_reported,bacc,8,false,https://arxiv.org/html/2501.16652v1#S0.T24
pathobench.threads2025.ebrains.diagnosis-group,pathobench,ebrains,morphological_subtyping,diagnosis_group,slide,classification,2319,source_reported,bacc,8,false,https://arxiv.org/html/2501.16652v1#S0.T24
pathobench.threads2025.imp.grade,pathobench,imp,tumor_grading,grade,slide,classification,5333,source_reported,weighted_kappa,8,false,https://arxiv.org/html/2501.16652v1#S0.T13
pathobench.threads2025.mbc_.os,pathobench,mbc_,survival_prediction,OS,case,survival,75,source_reported,cindex,8,false,https://arxiv.org/html/2501.16652v1#S0.T36
pathobench.threads2025.mbc_.recist,pathobench,mbc_,treatment_response,Recist,case,classification,76,source_reported,weighted_kappa,8,false,https://arxiv.org/html/2501.16652v1#S0.T30
pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,mutation_prediction,BAP1_mutation,case,classification,1291,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T12
pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,mutation_prediction,PBRM1_mutation,case,classification,1291,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T12
pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,mutation_prediction,SETD2_mutation,case,classification,1291,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T12
pathobench.threads2025.nadt.response,pathobench,nadt,treatment_response,response,case,classification,36,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T26
pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,natbrca,tme_characterization,lymphovascular_invasion,slide,classification,53,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T28
pathobench.threads2025.ovarian.response,pathobench,ovarian,treatment_response,response,case,classification,36,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T25
pathobench.threads2025.panda.isup-grade,pathobench,panda,tumor_grading,PANDA ISUP grade,slide,classification,9555,source_reported,weighted_kappa,8,false,https://arxiv.org/html/2501.16652v1#S0.T14
pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,sr386_,mutation_prediction,braf_mutant_binary,case,classification,388,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathobench.threads2025.sr386_.died-within-5-years,pathobench,sr386_,survival_prediction,died_within_5_years,case,classification,387,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,sr386_,molecular_subtyping,mmr_loss_binary,case,classification,389,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathobench.threads2025.sr386_.os,pathobench,sr386_,survival_prediction,OS,case,survival,144,source_reported,cindex,8,false,https://arxiv.org/html/2501.16652v1#S0.T35
pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,sr386_,mutation_prediction,ras_mutant_binary,case,classification,389,source_reported,macro-ovr-auc,8,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathorob.camelyon.robustness_index,pathorob,camelyon,representation_robustness,robustness_index,patch,robustness_analysis,,not_reported,robustness_index,20,false,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md
pathorob.tcga_2x2.robustness_index,pathorob,tcga_2x2,representation_robustness,robustness_index,patch,robustness_analysis,,not_reported,robustness_index,20,false,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md
pathorob.tolkach_esca.robustness_index,pathorob,tolkach_esca,representation_robustness,robustness_index,patch,robustness_analysis,,not_reported,robustness_index,20,false,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md
thunder.bach.linear_probing,thunder,bach,classification,BACH four-class histology label,image,classification,400,source_reported,f1,32,true,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bach.yaml
thunder.bracs.linear_probing,thunder,bracs,classification,BRACS seven-class lesion label,image,classification,4539,source_reported,f1,32,true,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bracs.yaml
thunder.break_his.linear_probing,thunder,break_his,classification,BreakHis selected four-class subtype label,image,classification,1471,source_reported,f1,32,true,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/break_his.yaml
thunder.ccrcc.linear_probing,thunder,ccrcc,classification,ccrcc class label,image,classification,27169,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/ccrcc.yaml
thunder.crc.linear_probing,thunder,crc,classification,CRC-100K nine-class tissue label,image,classification,107180,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/crc.yaml
thunder.esca.linear_probing,thunder,esca,classification,esca class label,image,classification,367329,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/esca.yaml
thunder.mhist.linear_probing,thunder,mhist,classification,MHIST hyperplastic-polyp versus sessile-serrated-adenoma label,image,classification,3152,source_reported,f1,32,true,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/mhist.yaml
thunder.patch_camelyon.linear_probing,thunder,patch_camelyon,classification,PatchCamelyon binary metastatic-tissue label,image,classification,327680,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/patch_camelyon.yaml
thunder.spider_breast.linear_probing,thunder,spider_breast,classification,spider_breast class label,image,classification,92892,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_breast.yaml
thunder.spider_colorectal.linear_probing,thunder,spider_colorectal,classification,spider_colorectal class label,image,classification,77182,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_colorectal.yaml
thunder.spider_skin.linear_probing,thunder,spider_skin,classification,spider_skin class label,image,classification,159854,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_skin.yaml
thunder.spider_thorax.linear_probing,thunder,spider_thorax,classification,spider_thorax class label,image,classification,78307,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_thorax.yaml
thunder.tcga_crc_msi.linear_probing,thunder,tcga_crc_msi,classification,tcga_crc_msi class label,image,classification,51918,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_crc_msi.yaml
thunder.tcga_tils.linear_probing,thunder,tcga_tils,classification,tcga_tils class label,image,classification,304097,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_tils.yaml
thunder.tcga_uniform.linear_probing,thunder,tcga_uniform,classification,tcga_uniform class label,image,classification,271710,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_uniform.yaml
thunder.wilds.linear_probing,thunder,wilds,classification,wilds class label,image,classification,422394,source_reported,f1,32,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/wilds.yaml
