model_id,evaluation_id,value,normalized_score,suite_id,metric,reference_url,source_locator,extraction_date,review_status,audit_status,lineage
chief-slide,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,0.758,75.8,pathobench,macro-ovr-auc,https://arxiv.org/pdf/2512.14019v1,paper=EXAONE Path 2.5|table=4|source_task=visiomel_relapse_noprev_melanoma|model_column=CHIEF,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2512.14019v1 source@sha256:0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268:tabs/pathobench_result.tex -> scripts/extract_exaone_pathobench.py -> exaone_path_2_5_pathobench_2512.14019v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.exaone2025.visiomel.relapse-overall,0.806,80.6,pathobench,macro-ovr-auc,https://arxiv.org/pdf/2512.14019v1,paper=EXAONE Path 2.5|table=4|source_task=visiomel_relapse_overall|model_column=CHIEF,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2512.14019v1 source@sha256:0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268:tabs/pathobench_result.tex -> scripts/extract_exaone_pathobench.py -> exaone_path_2_5_pathobench_2512.14019v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.bcnb.er,0.883,88.3,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T11,paper=THREADS|extended_data_table=11|model_row=CHIEF|base_task=pathobench.bcnb.er,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.bcnb.her2,0.719,71.9,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T11,paper=THREADS|extended_data_table=11|model_row=CHIEF|base_task=pathobench.bcnb.her2,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.bcnb.pr,0.818,81.8,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T11,paper=THREADS|extended_data_table=11|model_row=CHIEF|base_task=pathobench.bcnb.pr,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.boehmk_.pfs,0.52,52,pathobench,cindex,https://arxiv.org/html/2501.16652v1#S0.T37,paper=THREADS|extended_data_table=37|model_row=CHIEF|base_task=pathobench.boehmk_.pfs,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.bracs.slidelevel-coarse,0.704,70.4,pathobench,bacc,https://arxiv.org/html/2501.16652v1#S0.T23,paper=THREADS|extended_data_table=23|model_row=CHIEF|base_task=pathobench.bracs.slidelevel-coarse,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.bracs.slidelevel-fine,0.452,45.2,pathobench,bacc,https://arxiv.org/html/2501.16652v1#S0.T23,paper=THREADS|extended_data_table=23|model_row=CHIEF|base_task=pathobench.bracs.slidelevel-fine,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_brca.pik3ca-mutation,0.647,64.7,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T15,paper=THREADS|extended_data_table=15|model_row=CHIEF|base_task=pathobench.cptac_brca.pik3ca-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_brca.tp53-mutation,0.832,83.2,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T15,paper=THREADS|extended_data_table=15|model_row=CHIEF|base_task=pathobench.cptac_brca.tp53-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_ccrcc.bap1-mutation,0.745,74.5,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T16,paper=THREADS|extended_data_table=16|model_row=CHIEF|base_task=pathobench.cptac_ccrcc.bap1-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_ccrcc.os,0.626,62.6,pathobench,cindex,https://arxiv.org/html/2501.16652v1#S0.T33,paper=THREADS|extended_data_table=33|model_row=CHIEF|base_task=pathobench.cptac_ccrcc.os,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,0.522,52.2,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T16,paper=THREADS|extended_data_table=16|model_row=CHIEF|base_task=pathobench.cptac_ccrcc.pbrm1-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_coad.kras-mutation,0.649,64.9,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T17,paper=THREADS|extended_data_table=17|model_row=CHIEF|base_task=pathobench.cptac_coad.kras-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_coad.tp53-mutation,0.659,65.9,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T17,paper=THREADS|extended_data_table=17|model_row=CHIEF|base_task=pathobench.cptac_coad.tp53-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_gbm.egfr-mutation,0.743,74.3,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T18,paper=THREADS|extended_data_table=18|model_row=CHIEF|base_task=pathobench.cptac_gbm.egfr-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_gbm.tp53-mutation,0.862,86.2,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T18,paper=THREADS|extended_data_table=18|model_row=CHIEF|base_task=pathobench.cptac_gbm.tp53-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_hnsc.casp8-mutation,0.493,49.3,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T19,paper=THREADS|extended_data_table=19|model_row=CHIEF|base_task=pathobench.cptac_hnsc.casp8-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_hnsc.os,0.474,47.4,pathobench,cindex,https://arxiv.org/html/2501.16652v1#S0.T34,paper=THREADS|extended_data_table=34|model_row=CHIEF|base_task=pathobench.cptac_hnsc.os,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_lscc.arid1a-mutation,0.535,53.5,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T20,paper=THREADS|extended_data_table=20|model_row=CHIEF|base_task=pathobench.cptac_lscc.arid1a-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_lscc.keap1-mutation,0.656,65.6,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T20,paper=THREADS|extended_data_table=20|model_row=CHIEF|base_task=pathobench.cptac_lscc.keap1-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_luad.egfr-mutation,0.717,71.7,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T21,paper=THREADS|extended_data_table=21|model_row=CHIEF|base_task=pathobench.cptac_luad.egfr-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_luad.os,0.462,46.2,pathobench,cindex,https://arxiv.org/html/2501.16652v1#S0.T32,paper=THREADS|extended_data_table=32|model_row=CHIEF|base_task=pathobench.cptac_luad.os,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_luad.stk11-mutation,0.824,82.4,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T21,paper=THREADS|extended_data_table=21|model_row=CHIEF|base_task=pathobench.cptac_luad.stk11-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_luad.tp53-mutation,0.704,70.4,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T21,paper=THREADS|extended_data_table=21|model_row=CHIEF|base_task=pathobench.cptac_luad.tp53-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_pda.os,0.517,51.7,pathobench,cindex,https://arxiv.org/html/2501.16652v1#S0.T31,paper=THREADS|extended_data_table=31|model_row=CHIEF|base_task=pathobench.cptac_pda.os,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.cptac_pda.smad4-mutation,0.393,39.3,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T22,paper=THREADS|extended_data_table=22|model_row=CHIEF|base_task=pathobench.cptac_pda.smad4-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.ebrains.diagnosis,0.66,66,pathobench,bacc,https://arxiv.org/html/2501.16652v1#S0.T24,paper=THREADS|extended_data_table=24|model_row=CHIEF|base_task=pathobench.ebrains.diagnosis,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.ebrains.diagnosis-group,0.84,84,pathobench,bacc,https://arxiv.org/html/2501.16652v1#S0.T24,paper=THREADS|extended_data_table=24|model_row=CHIEF|base_task=pathobench.ebrains.diagnosis-group,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.imp.grade,0.914,95.7,pathobench,weighted_kappa,https://arxiv.org/html/2501.16652v1#S0.T13,paper=THREADS|extended_data_table=13|model_row=CHIEF|base_task=pathobench.imp.grade,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.mbc_.os,0.46,46,pathobench,cindex,https://arxiv.org/html/2501.16652v1#S0.T36,paper=THREADS|extended_data_table=36|model_row=CHIEF|base_task=pathobench.mbc_.os,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.mbc_.recist,0.23,61.5,pathobench,weighted_kappa,https://arxiv.org/html/2501.16652v1#S0.T30,paper=THREADS|extended_data_table=30|model_row=CHIEF|base_task=pathobench.mbc_.recist,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.mut-het-rcc.bap1-mutation,0.852,85.2,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T12,paper=THREADS|extended_data_table=12|model_row=CHIEF|base_task=pathobench.mut-het-rcc.bap1-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.mut-het-rcc.pbrm1-mutation,0.781,78.1,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T12,paper=THREADS|extended_data_table=12|model_row=CHIEF|base_task=pathobench.mut-het-rcc.pbrm1-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.mut-het-rcc.setd2-mutation,0.743,74.3,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T12,paper=THREADS|extended_data_table=12|model_row=CHIEF|base_task=pathobench.mut-het-rcc.setd2-mutation,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.nadt.response,0.685,68.5,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T26,paper=THREADS|extended_data_table=26|model_row=CHIEF|base_task=pathobench.nadt.response,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.natbrca.lymphovascular-invasion,0.542,54.2,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T28,paper=THREADS|extended_data_table=28|model_row=CHIEF|base_task=pathobench.natbrca.lymphovascular-invasion,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.ovarian.response,0.62,62,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T25,paper=THREADS|extended_data_table=25|model_row=CHIEF|base_task=pathobench.ovarian.response,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.panda.isup-grade,0.898,94.9,pathobench,weighted_kappa,https://arxiv.org/html/2501.16652v1#S0.T14,paper=THREADS|extended_data_table=14|model_row=CHIEF|base_task=pathobench.panda.isup-grade,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.sr386_.braf-mutant-binary,0.736,73.6,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T29,paper=THREADS|extended_data_table=29|model_row=CHIEF|base_task=pathobench.sr386_.braf-mutant-binary,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.sr386_.died-within-5-years,0.683,68.3,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T29,paper=THREADS|extended_data_table=29|model_row=CHIEF|base_task=pathobench.sr386_.died-within-5-years,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.sr386_.mmr-loss-binary,0.83,83,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T29,paper=THREADS|extended_data_table=29|model_row=CHIEF|base_task=pathobench.sr386_.mmr-loss-binary,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.sr386_.os,0.6,60,pathobench,cindex,https://arxiv.org/html/2501.16652v1#S0.T35,paper=THREADS|extended_data_table=35|model_row=CHIEF|base_task=pathobench.sr386_.os,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
chief-slide,pathobench.threads2025.sr386_.ras-mutant-binary,0.652,65.2,pathobench,macro-ovr-auc,https://arxiv.org/html/2501.16652v1#S0.T29,paper=THREADS|extended_data_table=29|model_row=CHIEF|base_task=pathobench.sr386_.ras-mutant-binary,2026-08-05,machine_parsed_single_source,parsed_primary_source,arxiv:2501.16652v1 source@sha256:3d8b3f6779b9b0eae21be12e8917bd6f0bab26e3c7943470e378383d20a1de4f -> scripts/extract_threads_pathobench.py -> threads_pathobench_2501.16652v1.csv -> build_registry.py -> scores.csv
ciga,pathorob.camelyon.robustness_index,0.135,13.5,pathorob,robustness_index,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,table=Leaderboard: Robustness Index|source_snapshot_date=2026-04-02|model_row=Ciga|task_column=camelyon,2026-08-05,machine_parsed_single_source,parsed_primary_source,pathorob@6583cf0b0d902c8cc032308262fa3a3befdc0687:README.md -> parse_pathorob_scores -> scores.csv
ciga,pathorob.nature2026.all_datasets.apd_id,-7.826963405476543,,pathorob,average_performance_drop_percent,https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=6;ci_source=Fig-3c-apds,2026-08-06,machine_parsed_single_source,parsed_primary_source_analysis_ineligible,PMC13260997.1@sha256:07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047 -> scripts/extract_pathorob_scores.py -> pathorob_nature2026_and_repo_examples.csv -> build_registry.py -> scores.csv
ciga,pathorob.nature2026.all_datasets.apd_ood,-9.395660817454347,,pathorob,average_performance_drop_percent,https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=6;ci_source=Fig-3c-apds,2026-08-06,machine_parsed_single_source,parsed_primary_source_analysis_ineligible,PMC13260997.1@sha256:07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047 -> scripts/extract_pathorob_scores.py -> pathorob_nature2026_and_repo_examples.csv -> build_registry.py -> scores.csv
ciga,pathorob.nature2026.camelyon.clustering_score,-0.09275247749135668,45.3624,pathorob,clustering_score,https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-6b-clustering|row=2,2026-08-06,machine_parsed_single_source,parsed_primary_source,PMC13260997.1@sha256:07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047 -> scripts/extract_pathorob_scores.py -> pathorob_nature2026_and_repo_examples.csv -> build_registry.py -> scores.csv
ciga,pathorob.nature2026.tcga_4x4.clustering_score,-0.07759236177983518,46.1204,pathorob,clustering_score,https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-6b-clustering|row=22,2026-08-06,machine_parsed_single_source,parsed_primary_source,PMC13260997.1@sha256:07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047 -> scripts/extract_pathorob_scores.py -> pathorob_nature2026_and_repo_examples.csv -> build_registry.py -> scores.csv
ciga,pathorob.nature2026.tolkach_esca.clustering_score,0.6390087945864033,81.9504,pathorob,clustering_score,https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-6b-clustering|row=42,2026-08-06,machine_parsed_single_source,parsed_primary_source,PMC13260997.1@sha256:07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047 -> scripts/extract_pathorob_scores.py -> pathorob_nature2026_and_repo_examples.csv -> build_registry.py -> scores.csv
ciga,pathorob.tcga_2x2.robustness_index,0.511,51.1,pathorob,robustness_index,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,table=Leaderboard: Robustness Index|source_snapshot_date=2026-04-02|model_row=Ciga|task_column=tcga_2x2,2026-08-05,machine_parsed_single_source,parsed_primary_source,pathorob@6583cf0b0d902c8cc032308262fa3a3befdc0687:README.md -> parse_pathorob_scores -> scores.csv
ciga,pathorob.tolkach_esca.robustness_index,0.693,69.3,pathorob,robustness_index,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,table=Leaderboard: Robustness Index|source_snapshot_date=2026-04-02|model_row=Ciga|task_column=tolkach_esca,2026-08-05,machine_parsed_single_source,parsed_primary_source,pathorob@6583cf0b0d902c8cc032308262fa3a3befdc0687:README.md -> parse_pathorob_scores -> scores.csv
